newid,st_wgt,caladj45,state,psu
05498691,35553.30502376306,1.537289821102568,36,NA
05498692,35553.30502376306,1.537289821102568,36,NA
05498741,57337.451916692175,1.7457679240608213,36,NA
05498742,43424.018982195776,1.3221421067519779,36,NA
05499301,41644.74858291419,1.6441412499139751,36,S12A
05499302,41644.74858291419,1.6441412499139751,36,S12A
05499421,43413.978979359585,0.8631365785273806,36,S12A
05499422,43413.978979359585,0.8631365785273806,36,S12A
05499661,17247.3951227908,0.6628635423535205,36,S12A
05499662,17247.3951227908,0.6628635423535205,36,S12A
05500031,51018.286182281234,1.6670775411185748,36,S12A
05500032,51018.286182281234,1.6670775411185748,36,S12A
05500201,47558.36411574002,1.3221421067519779,36,S12A
05500202,47558.36411574002,1.3221421067519779,36,S12A
05500341,34149.81003015828,1.3124685719861717,36,S12A
05500342,34149.81003015828,1.3124685719861717,36,S12A
05500501,40912.048706774614,1.1647613408674855,36,S12A
05500502,40912.048706774614,1.1647613408674855,36,S12A
05500901,40429.1391930074,0.875954317893699,36,S12A
05500902,40429.1391930074,0.875954317893699,36,S12A
05501051,38753.93985003914,1.2083659323071072,36,NA
05501052,38753.93985003914,1.2083659323071072,36,NA
05501281,59332.580157862554,1.039423222631311,36,S12A
05501282,59332.580157862554,1.039423222631311,36,S12A
05501501,40356.2401012029,1.2583264019864617,36,NA
05501502,40356.2401012029,1.2583264019864617,36,NA
05503411,45634.05042025514,1.7538386578468361,36,S12A
05503412,45634.05042025514,1.7538386578468361,36,S12A
05503941,42243.660799251586,1.0154124491889132,36,S12A
05503942,42243.660799251586,1.0154124491889132,36,S12A
05504481,69395.77871686405,1.6680689196214544,36,S12A
05504482,69395.77871686405,1.6680689196214544,36,S12A
05504961,47035.97485400021,1.5369512222257802,36,S12A
05504962,47035.97485400021,1.5369512222257802,36,S12A
05505081,34705.48964013247,0.9648269035704132,36,S12A
05505082,49943.60267315255,1.3884527208792565,36,S12A
05506851,48999.77575374484,1.1865557510533602,36,S12A
05506852,48999.77575374484,1.1865557510533602,36,S12A
05507881,48568.560028424596,1.6680689196214544,36,S12A
05507882,48568.560028424596,1.6680689196214544,36,S12A
05508021,24487.5426055333,0.7486334426517656,36,NA
05508022,24487.5426055333,0.7486334426517656,36,NA
05508891,34373.71456701605,1.0281782655686806,36,S12A
05508892,34373.71456701605,1.0281782655686806,36,S12A
05510181,29558.544993816442,0.9121023473893773,36,S12A
05510182,29558.544993816442,0.9121023473893773,36,S12A
05511691,70205.26345849216,1.6101815683622034,36,S12A
05511692,51734.82341846784,1.1865557510533602,36,S12A
05511761,46584.74945645506,1.1918313249335337,36,S12A
05511762,46584.74945645506,1.1918313249335337,36,S12A
05512231,38607.974223088604,1.1865557510533602,36,S12A
05512232,38607.974223088604,1.1865557510533602,36,S12A
05512251,54858.75498019111,1.4234152455534401,36,S12A
05512252,54858.75498019111,1.4234152455534401,36,S12A
05513051,61199.13193899428,2.017085958462824,36,S12A
05513052,48346.16839647602,1.5934601411539808,36,S12A
05513241,46525.985267469405,1.3221421067519779,36,NA
05513242,46525.985267469405,1.3221421067519779,36,NA
05513631,128398.40633923633,1.6101815683622034,36,S12A
05513632,128398.40633923633,1.6101815683622034,36,S12A
05514161,57853.86738655276,1.6516033150280895,36,S12A
05514162,57853.86738655276,1.6516033150280895,36,S12A
05514481,61799.375560019515,0.7749957207422835,36,S12A
05514482,61799.375560019515,0.7749957207422835,36,S12A
05514521,82913.91279683665,1.6299932215423194,36,S12A
05514522,82913.91279683665,1.6299932215423194,36,S12A
05515121,70930.04831522038,0.8894990186907619,36,S12A
05515122,70930.04831522038,0.8894990186907619,36,S12A
05516221,91180.15299368234,2.3327669208929183,36,S12A
05516222,91180.15299368234,2.3327669208929183,36,S12A
05516851,60428.70358286362,0.9898013518287441,36,S12A
05516852,60428.70358286362,0.9898013518287441,36,S12A
05516961,26620.499315811518,1.4873329978834184,36,S12A
05516962,26620.499315811518,1.4873329978834184,36,S12A
05518291,32675.06393185853,0.9121023473893773,36,S12A
05518292,32675.06393185853,0.9121023473893773,36,S12A
05518681,69262.58159264475,1.1865557510533602,36,S12A
05518682,69262.58159264475,1.1865557510533602,36,S12A
05518771,38783.38371178835,0.9121023473893773,36,NA
05518772,38783.38371178835,0.9121023473893773,36,NA
05520141,69870.68251871725,2.089955015659832,36,S12A
05520142,69870.68251871725,2.089955015659832,36,S12A
05520171,69534.52863047244,1.4630490399401541,36,NA
05520172,69534.52863047244,1.4630490399401541,36,NA
05520881,29066.04374268893,1.330212840537993,36,NA
05520882,29066.04374268893,1.330212840537993,36,NA
05521361,69002.75530333343,1.4873329978834184,36,NA
05521362,69002.75530333343,1.4873329978834184,36,NA
05521491,61555.389404194815,1.5748424573792659,36,S12A
05521492,61555.389404194815,1.5748424573792659,36,S12A
05522151,35251.704651730484,1.1865557510533602,36,NA
05522152,35251.704651730484,1.1865557510533602,36,NA
05523331,85113.08698894308,1.4630490399401541,36,S12A
05523332,85113.08698894308,1.4630490399401541,36,S12A
05523461,62694.4147520764,1.1802887986703072,36,NA
05523462,62694.4147520764,1.1802887986703072,36,NA
05523801,66988.88396309457,1.6674161399953629,36,S12A
05523802,66988.88396309457,1.6674161399953629,36,S12A
05523861,48184.86886680466,0.895765971073815,36,S12A
05523862,48184.86886680466,0.895765971073815,36,S12A
05525361,54895.68718880641,1.4630490399401541,36,S12A
05525362,54895.68718880641,1.4630490399401541,36,S12A
05525911,88320.56160623177,1.6101815683622034,36,S12A
05525912,88320.56160623177,1.6101815683622034,36,S12A
05526121,42742.12416449878,0.9121023473893773,36,NA
05526122,42742.12416449878,0.9121023473893773,36,NA
05527521,35081.79060288931,0.7486334426517656,36,NA
05527522,35081.79060288931,0.7486334426517656,36,NA
05527811,24487.792430210677,1.845325398818559,36,NA
05527812,24487.792430210677,1.845325398818559,36,NA
05528011,80990.0018192922,1.2995801352025425,36,S12A
05528012,80990.0018192922,1.2995801352025425,36,S12A
05528761,70912.01092501797,1.7964555172437833,36,S12A
05528762,70912.01092501797,1.7964555172437833,36,S12A
05529241,53931.3883188721,1.002594871895458,36,S12A
05529242,53931.3883188721,1.002594871895458,36,S12A
05529281,50958.767629741495,0.875954317893699,36,S12A
05529282,50958.767629741495,0.875954317893699,36,S12A
05529551,31742.736004557108,0.5987092387112165,36,S12A
05529552,31742.736004557108,0.5987092387112165,36,S12A
05529751,58284.61715306911,1.2440028167721038,36,NA
05529752,58284.61715306911,1.2440028167721038,36,NA
05532241,31095.828944867335,0.7740043422394038,36,S12A
05532242,31095.828944867335,0.7740043422394038,36,S12A
05532721,80990.0018192922,1.2995801352025425,36,S12A
05532722,80990.0018192922,1.2995801352025425,36,S12A
05533781,83495.96956440198,1.5748424573792659,36,S12A
05533782,83495.96956440198,1.5748424573792659,36,S12A
05535331,26334.39755156898,0.895765971073815,36,NA
05535332,26334.39755156898,0.895765971073815,36,NA
05535731,75509.63494204736,0.9121023473893773,36,S12A
05535732,75509.63494204736,0.9121023473893773,36,S12A
05536351,40853.123357100114,0.9245811637331813,36,NA
05536352,40853.123357100114,0.9245811637331813,36,NA
05537301,23633.02384549811,0.5987092387112165,36,S12A
05537302,23633.02384549811,0.5987092387112165,36,S12A
05608941,40636.924631018795,0.5925373010450091,36,S12A
05608942,40636.924631018795,0.5925373010450091,36,S12A
05609321,20928.089748108825,0.4701817230178875,36,S12A
05609322,20928.089748108825,0.4701817230178875,36,S12A
05612101,46207.087788847326,1.7083915669722929,36,NA
05612102,46207.087788847326,1.7083915669722929,36,NA
05612671,43978.83234863661,1.2617493179153862,36,NA
05612672,43978.83234863661,1.2617493179153862,36,NA
05612881,22961.082827892158,0.9378254219308044,36,S12A
05612882,22961.082827892158,0.9378254219308044,36,S12A
05613751,11241.749036700003,0.25,36,S12A
05613752,11241.749036700003,0.25,36,S12A
05614071,39123.46586200704,1.597963874546087,36,S12A
05614072,39123.46586200704,1.597963874546087,36,S12A
05614401,51670.244084536906,0.5925373010450091,36,S12A
05614402,51670.244084536906,0.5925373010450091,36,S12A
05615131,16047.057519243206,0.43634073708526455,36,NA
05615132,16047.057519243206,0.43634073708526455,36,NA
05615911,10683.071253039136,0.43634073708526455,36,S12A
05615912,10683.071253039136,0.43634073708526455,36,S12A
05617151,64781.70067555171,1.6537658824719703,36,NA
05617152,64781.70067555171,1.6537658824719703,36,NA
05617571,35231.653435794185,1.5461125215642406,36,S12A
05617572,35231.653435794185,1.5461125215642406,36,S12A
05618361,72165.00584947411,1.592685009437341,36,NA
05618362,72165.00584947411,1.592685009437341,36,NA
05619271,47173.269478111724,1.099564648254601,36,S12A
05619272,47173.269478111724,1.099564648254601,36,S12A
05619821,26924.055278587573,0.4438809307044047,36,S12A
05619822,26924.055278587573,0.4438809307044047,36,S12A
05620541,101864.24718340258,2.2653113597104606,36,S12A
05620542,101864.24718340258,2.2653113597104606,36,S12A
