newid,st_wgt,caladj45,state,psu
05367641,149042.98729535428,1.9479476291038011,48,NA
05367642,149042.98729535428,1.9479476291038011,48,NA
05367941,44576.35643546057,0.9716702918287436,48,S37B
05367942,44576.35643546057,0.9716702918287436,48,S37B
05368171,51246.40833344643,1.1210953960375696,48,S37A
05368172,51246.40833344643,1.1210953960375696,48,S37A
05368181,39934.87672437771,1.1650366645563037,48,S37B
05368182,39934.87672437771,1.1650366645563037,48,S37B
05368221,51635.75210739355,0.9845827995648715,48,S37A
05368222,51635.75210739355,0.9845827995648715,48,S37A
05368511,57238.81293199636,2.0405048415187608,48,S37A
05368512,57238.81293199636,2.0405048415187608,48,S37A
05368911,120493.37634679429,1.8861584030707232,48,S37A
05368912,120493.37634679429,1.8861584030707232,48,S37A
05369091,12975.394925211882,0.26898515265672884,48,NA
05369092,12975.394925211882,0.26898515265672884,48,NA
05369461,80671.50942748883,1.0935988128255991,48,NA
05369462,80671.50942748883,1.0935988128255991,48,NA
05370871,90152.04968016232,1.4245275711652676,48,S37B
05370872,90152.04968016232,1.4245275711652676,48,S37B
05371561,76374.73866901912,0.9241169540585918,48,NA
05371562,76374.73866901912,0.9241169540585918,48,NA
05372811,82318.58314270315,1.5575647122251797,48,NA
05372812,82318.58314270315,1.5575647122251797,48,NA
05372901,12869.353922053078,0.26898515265672884,48,S37B
05372902,12869.353922053078,0.26898515265672884,48,S37B
05373611,82251.50875631337,1.6594730041027939,48,S37A
05373612,82251.50875631337,1.6594730041027939,48,S37A
05373991,39316.083682345336,0.8570074712252127,48,S37B
05373992,39316.083682345336,0.8570074712252127,48,S37B
05374001,15967.43425441761,0.5115813126243786,48,S37A
05374002,15967.43425441761,0.5115813126243786,48,S37A
05374531,61600.19256264037,1.3693345649857527,48,S37A
05374641,53303.57573489009,2.0345244194801513,48,S37A
05374642,53303.57573489009,2.0345244194801513,48,S37A
05374821,22842.07028828243,0.43219891884581885,48,NA
05374822,22842.07028828243,0.43219891884581885,48,NA
05375311,14431.57043873182,0.26898515265672884,48,NA
05375312,14431.57043873182,0.26898515265672884,48,NA
05376111,59956.191837890896,1.0043412027009306,48,NA
05376112,59956.191837890896,1.0043412027009306,48,NA
05376601,47271.53506537374,1.2346515152629802,48,S37B
05376602,47271.53506537374,1.2346515152629802,48,S37B
05377991,39388.09502991917,1.2969701247692544,48,S37B
05377992,39388.09502991917,1.2969701247692544,48,S37B
05379051,57470.20973316893,1.0859480857954757,48,S37B
