newid,state,qintrvyr,qintrvmo,psu,nywgt
04321331,36,2020,2,,27728.88983837018
04321511,36,2020,2,S12A,23769.170970552364
04321821,36,2020,2,S12A,16827.21461716937
04322111,36,2020,2,S12A,23940.158758062844
04323021,36,2020,2,S12A,26996.487763508092
04323081,36,2020,2,S12A,38633.27940017821
04323611,36,2020,2,S12A,32297.583841284366
04323781,36,2020,2,S12A,22383.997093634796
04323791,36,2020,2,S12A,23769.170970552364
04325121,36,2020,2,S12A,17191.229788417313
04325751,36,2020,2,S12A,27933.943856897382
04325971,36,2020,2,S12A,25173.338377196535
04326771,36,2020,2,,19266.608813914794
04327341,36,2020,2,S12A,26641.150881482554
04327551,36,2020,2,S12A,24933.99047095314
04327601,36,2020,2,S12A,21725.857560314784
04327651,36,2020,2,S12A,22647.36578264802
04327971,36,2020,2,,31828.16097533811
04328081,36,2020,2,,40533.47923895486
04328191,36,2020,2,S12A,19320.610019087046
04328491,36,2020,2,,14793.000587316148
04328701,36,2020,2,S12A,25665.327023458525
04329291,36,2020,2,S12A,24372.5340480437
04329511,36,2020,2,S12A,25061.96394596719
04330501,36,2020,2,S12A,23314.395117921576
04341933,36,2020,3,S12A,26399.104189316295
04342071,36,2020,3,S12A,20078.049119874075
04342111,36,2020,3,S12A,20596.908896881596
04342421,36,2020,3,S12A,23899.46048817414
04342461,36,2020,3,S12A,19641.95249340163
04342611,36,2020,3,S12A,29316.463644359577
04342681,36,2020,3,S12A,50475.18180697691
04342811,36,2020,3,S12A,22608.86526081752
04343361,36,2020,3,S12A,23728.763379902426
04343461,36,2020,3,,14767.852486317712
04343634,36,2020,3,,20634.17291643584
04344041,36,2020,3,S12A,22647.36578264802
04344841,36,2020,3,,23014.530824577007
04344871,36,2020,3,,22436.9366128122
04345271,36,2020,3,S12A,19287.7649820546
04345411,36,2020,3,S12A,28241.18896166675
04345461,36,2020,3,S12A,25621.695967518648
04346171,36,2020,3,,33352.41532413684
04346253,36,2020,3,S12A,31299.273645949717
04347001,36,2020,3,,12347.865770134431
04347881,36,2020,3,S12A,25061.96394596719
04347901,36,2020,3,S12A,18027.81704367222
04347961,36,2020,3,S12A,14158.284289721443
04348491,36,2020,3,S12A,33857.90831148202
04348511,36,2020,3,S12A,20646.433051574077
04348551,36,2020,3,S12A,30902.076260730133
04349651,36,2020,3,S12A,28643.152904635408
04349891,36,2020,3,,40925.87439126195
04349931,36,2020,3,S12A,22285.06743895506
04350001,36,2020,3,S12A,17997.169754697978
04350341,36,2020,3,,24928.0283710545
04350901,36,2020,3,,14767.852486317712
04351171,36,2020,3,,23080.856816437645
04378564,36,2021,1,S12A,36475.98048361236
04378664,36,2021,1,S12A,39251.210401958044
04378774,36,2021,1,S12A,22950.131450394612
04379784,36,2021,1,S12A,32336.28023274801
04380094,36,2021,1,S12A,31063.80760136215
04380134,36,2021,1,NA,32655.21881246245
04380234,36,2021,1,S12A,32798.10594659784
04380724,36,2021,1,S12A,17647.29348715429
04381714,36,2021,1,NA,35114.89112804291
04381884,36,2021,1,S12A,36342.961671917605
04382114,36,2021,1,S12A,36936.28227842931
04382534,36,2021,1,NA,20512.072502143357
04382854,36,2021,1,S12A,22950.131450394612
04383664,36,2021,1,NA,15607.934423306095
04384064,36,2021,1,NA,23999.29181328803
04384554,36,2021,1,S12A,50290.11124928999
04385704,36,2021,1,S12A,25285.97410862099
04385854,36,2021,1,S12A,32660.45862885603
04386604,36,2021,1,NA,20455.293552097013
04387024,36,2021,1,NA,34018.30796992469
04388704,36,2021,1,NA,43248.06109372974
04388794,36,2021,1,NA,36976.75325674602
04388854,36,2021,1,S12A,54568.2182461608
04388874,36,2021,1,NA,42470.425568791274
04393204,36,2021,2,S12A,28247.612395622007
04394354,36,2021,2,NA,24170.28932609026
04394404,36,2021,2,S12A,8949.013147335942
04395974,36,2021,2,S12A,26453.683494921064
04396374,36,2021,2,NA,26869.173912384682
04396794,36,2021,2,S12A,22220.14073079937
04397774,36,2021,2,S12A,38035.256573260944
04398204,36,2021,2,S12A,28884.46224496541
04398824,36,2021,2,NA,37327.543571950184
04399044,36,2021,2,NA,18493.014234947008
04399184,36,2021,2,S12A,27746.948925444754
04399724,36,2021,2,NA,30137.07878802038
04399834,36,2021,2,NA,31842.55177032178
04400264,36,2021,2,S12A,30839.900997691893
04400754,36,2021,2,S12A,35884.6648662952
04400934,36,2021,2,S12A,26758.36929813678
04401054,36,2021,2,NA,25859.605694608123
04401364,36,2021,2,NA,38369.27854223934
04401464,36,2021,2,S12A,21146.87094253206
04401664,36,2021,2,S12A,26478.376450414376
04402274,36,2021,2,S12A,17835.78303981738
04402354,36,2021,2,S12A,15508.081794440714
04402534,36,2021,2,S12A,30324.024989373047
04402544,36,2021,2,S12A,38704.37481216342
04403594,36,2021,2,S12A,26245.387700347088
04403644,36,2021,2,S12A,32387.969943163655
04403864,36,2021,2,S12A,31298.814144485117
04404324,36,2021,2,NA,29062.386576260877
04404624,36,2021,2,NA,23984.53229266038
04406024,36,2021,2,S12A,48578.68836747722
04406914,36,2021,3,S12A,36366.64556460248
04407084,36,2021,3,S12A,25146.859242034203
04407304,36,2021,3,S12A,16352.767308765997
04407684,36,2021,3,S12A,35551.77860635416
04407864,36,2021,3,S12A,31917.77711407288
04408254,36,2021,3,S12A,24957.709464409425
04408544,36,2021,3,S12A,26177.01438334159
04408854,36,2021,3,NA,27790.45317879183
