newid,state,qintrvyr,qintrvmo,psu,nywgt
04234824,36,2020,5,NA,29858.115688062997
04235184,36,2020,5,S12A,39479.797532458055
04235764,36,2020,5,S12A,24230.10175088191
04235874,36,2020,5,NA,36839.777924221744
04235894,36,2020,5,NA,27429.532092420523
04236364,36,2020,6,NA,14813.389140178819
04236424,36,2020,6,NA,26446.630244214284
04236754,36,2020,6,S12A,23262.601816146347
04238124,36,2020,6,S12A,12798.034503904382
04238744,36,2020,6,S12A,22789.964277969793
04239744,36,2020,6,NA,17959.844084598044
04239854,36,2020,6,NA,26158.253535280353
04240854,36,2020,6,NA,19821.56886771594
04241064,36,2020,6,S12A,24892.01061748058
04241284,36,2020,6,S12A,39854.10608209913
04241444,36,2020,6,NA,26158.253535280353
04241764,36,2020,6,S12A,25232.281559738036
04241784,36,2020,6,S12A,12735.125868123128
04241974,36,2020,6,S12A,31600.017728464765
04242274,36,2020,6,S12A,14896.02661389285
04242334,36,2020,6,NA,38064.52780378713
04242404,36,2020,6,S12A,32332.197092257968
04242684,36,2020,6,S12A,19336.805590477958
04242724,36,2020,6,S12A,11483.602640114648
04242814,36,2020,6,S12A,42064.17584013017
04243194,36,2020,6,S12A,19113.214106015672
04243384,36,2020,6,NA,18104.92966711616
04244614,36,2020,6,S12A,24527.773689324502
04245434,36,2020,6,S12A,12739.889398784197
04246054,36,2020,6,S12A,27102.426860509433
04246324,36,2020,6,S12A,15463.196133158543
04267183,36,2020,4,NA,19401.9304403008
04267203,36,2020,4,NA,20035.931886862756
04267563,36,2020,4,S12A,21585.324563133996
04267753,36,2020,4,S12A,31595.69753721218
04268553,36,2020,4,S12A,21784.935312808968
04269323,36,2020,4,NA,22988.514912053568
04269643,36,2020,4,S12A,11782.761756723834
04270553,36,2020,4,S12A,37566.51716355518
04270943,36,2020,4,S12A,17109.83206932974
04271203,36,2020,4,S12A,26442.364065860562
04271503,36,2020,4,S12A,35833.04186142994
04272293,36,2020,4,S12A,12448.164720240002
04272803,36,2020,4,S12A,35593.21043367564
04273063,36,2020,4,S12A,19229.350351954985
04273123,36,2020,4,S12A,23848.71056089288
04273683,36,2020,4,NA,17832.749992072735
04273803,36,2020,4,NA,10201.719109025375
04273873,36,2020,4,S12A,28564.7158444758
04273993,36,2020,4,S12A,36249.7319643936
04274593,36,2020,4,S12A,31678.987995817744
04275213,36,2020,4,S12A,30032.844352824904
04275333,36,2020,4,S12A,31520.232148425304
04275723,36,2020,4,S12A,23387.405597128432
04275793,36,2020,4,NA,32076.87024391409
04275983,36,2020,4,S12A,28876.804202738364
04276073,36,2020,4,S12A,26780.020229907954
04276933,36,2020,4,S12A,18662.757978530037
04276953,36,2020,4,NA,15208.667586312378
04276993,36,2020,4,S12A,27661.597088241197
04279273,36,2020,5,S12A,28925.85777597358
04279643,36,2020,5,NA,22220.50084912426
04280003,36,2020,5,S12A,24693.831917564483
04280203,36,2020,5,S12A,21019.35599265864
04280523,36,2020,5,S12A,22071.44945765191
04280643,36,2020,5,S12A,22087.443267302828
04280903,36,2020,5,S12A,18424.60272069169
04281213,36,2020,5,S12A,24693.831917564483
04281223,36,2020,5,NA,26771.084118132025
04281383,36,2020,5,NA,30687.64374876677
04281603,36,2020,5,NA,11295.158074222985
04282613,36,2020,5,S12A,34473.52053729716
04283133,36,2020,5,S12A,50383.68670950413
04283443,36,2020,5,NA,28968.995871384755
04283853,36,2020,5,NA,21689.103623894116
04284083,36,2020,5,S12A,23648.600372215933
04284183,36,2020,5,NA,46109.908830591994
04284243,36,2020,5,S12A,22812.63754846251
04284283,36,2020,5,NA,32686.791721520294
04284313,36,2020,5,S12A,21601.255950145616
04284733,36,2020,5,S12A,11880.639185130001
04285053,36,2020,5,NA,25025.417929070867
04285353,36,2020,5,S12A,14570.694396792824
04285894,36,2020,5,S12A,60460.54368715561
04286223,36,2020,5,S12A,22593.82217783334
04288293,36,2020,5,S12A,11880.639185130001
04288533,36,2020,5,S12A,24579.647024539747
04288783,36,2020,6,S12A,27839.43028517873
04289053,36,2020,6,NA,26158.253535280353
04289293,36,2020,6,S12A,29734.638257175386
04290183,36,2020,6,NA,37318.17151676789
04291613,36,2020,6,S12A,19091.648488742
04291653,36,2020,6,NA,32020.69560997991
04292173,36,2020,6,NA,25446.906912092083
04292473,36,2020,6,S12A,18967.915117058317
04292573,36,2020,6,S12A,15009.497128857745
04293283,36,2020,6,S12A,38552.728363890936
04293513,36,2020,6,S12A,12972.734181900001
04293613,36,2020,6,S12A,21476.860391682032
04293673,36,2020,6,S12A,17030.074448939708
04294103,36,2020,6,S12A,34857.1927295581
04294253,36,2020,6,S12A,27088.494987865433
04294363,36,2020,6,S12A,13921.347714097281
04295083,36,2020,6,S12A,25677.542557856646
04295543,36,2020,6,S12A,15064.236332773957
04295833,36,2020,6,S12A,20718.846163392966
04295893,36,2020,6,S12A,25314.697281574263
04297223,36,2020,6,NA,44456.9519864138
04297843,36,2020,6,S12A,20204.2006729466
04297993,36,2020,6,S12A,12972.734181900001
04298113,36,2020,6,NA,21306.299462312476
04298203,36,2020,6,S12A,25314.697281574263
04298223,36,2020,6,NA,23781.175094503276
04299023,36,2020,6,S12A,11872.435397969379
04299383,36,2020,6,S12A,30082.775024677598
04310472,36,2020,4,NA,7071.578026348679
04310782,36,2020,4,NA,36606.392715112546
04312012,36,2020,4,S12A,30791.927891776722
04312622,36,2020,4,NA,19817.693837234652
04312852,36,2020,4,S12A,12727.176556960001
04313072,36,2020,4,S12A,26786.301757282363
04313262,36,2020,4,NA,45915.57687881819
04313452,36,2020,4,S12A,38936.95515885368
04313493,36,2020,4,S12A,21784.935312808968
04313722,36,2020,4,NA,31404.068766521053
04313862,36,2020,4,NA,22508.502275595623
04316032,36,2020,4,S12A,22311.77162459763
04316132,36,2020,4,S12A,31575.53265665001
04316522,36,2020,4,NA,18472.757985112978
04317902,36,2020,4,S12A,27035.040394543692
04317922,36,2020,4,S12A,28550.622343639203
04318202,36,2020,4,S12A,23955.553616896275
04319672,36,2020,4,S12A,10681.743404402152
04320972,36,2020,5,S12A,23178.625646870816
04321322,36,2020,5,NA,10679.390439590268
04321512,36,2020,5,S12A,32690.684526479163
04321822,36,2020,5,S12A,27000.95323630486
04323022,36,2020,5,S12A,34756.7513426702
04323082,36,2020,5,S12A,19879.37412888163
04323612,36,2020,5,S12A,40086.2420598686
04323722,36,2020,5,NA,21778.505162568872
04323782,36,2020,5,S12A,23323.95757401415
04323792,36,2020,5,S12A,32690.684526479163
04325122,36,2020,5,S12A,15977.939135569008
04325752,36,2020,5,S12A,17484.74423520955
04325972,36,2020,5,S12A,13215.811590693258
04326772,36,2020,5,NA,20761.174233116755
04327282,36,2020,5,NA,37664.805625207286
04327342,36,2020,5,S12A,38041.919839707334
04327552,36,2020,5,S12A,12457.953953096445
04327602,36,2020,5,S12A,26783.007285189833
04327652,36,2020,5,S12A,29582.517731102136
04327972,36,2020,5,NA,20957.14336174679
04328082,36,2020,5,NA,36163.73783138505
04328492,36,2020,5,NA,19346.206153221196
04329292,36,2020,5,S12A,17380.92663980453
04329512,36,2020,5,S12A,27286.8243747394
04329702,36,2020,5,S12A,25247.316833117708
04330502,36,2020,5,S12A,30091.375272672292
04331332,36,2020,5,S12A,18741.254726576874
04341602,36,2020,6,NA,23579.596389455422
04341782,36,2020,6,S12A,34157.123736161935
04342072,36,2020,6,S12A,21735.236587999134
04342422,36,2020,6,S12A,23784.00729281519
04342462,36,2020,6,S12A,21183.236172095865
04342612,36,2020,6,S12A,26286.90717576407
04342682,36,2020,6,S12A,39431.94407564013
04342812,36,2020,6,S12A,29099.66424508678
04343362,36,2020,6,S12A,32157.098740194207
04343462,36,2020,6,NA,20120.16953341872
04343692,36,2020,6,S12A,14850.834846518634
04344042,36,2020,6,S12A,29819.930252729635
04344842,36,2020,6,NA,22685.259969399813
04344872,36,2020,6,NA,21893.27704217033
04345272,36,2020,6,S12A,19519.56666226966
04345462,36,2020,6,S12A,28463.420307135668
04346254,36,2020,6,S12A,22064.48094348657
04347002,36,2020,6,NA,19344.296805333477
04347882,36,2020,6,S12A,27505.81296255668
04347962,36,2020,6,S12A,11068.076040380001
04348492,36,2020,6,S12A,40336.84018934321
04348552,36,2020,6,S12A,24255.322396219977
04349392,36,2020,6,S12A,37313.873653483184
04349462,36,2020,6,S12A,27144.234404573777
04349602,36,2020,6,NA,35716.419076375256
04349782,36,2020,6,NA,12775.95964191069
04349932,36,2020,6,S12A,17564.59438456838
04350002,36,2020,6,S12A,24835.223614541246
04350342,36,2020,6,NA,24290.781196369917
04350902,36,2020,6,NA,16443.085426661557
04378661,36,2020,4,S12A,36313.72292688115
04379781,36,2020,4,S12A,17916.89679837013
04380231,36,2020,4,S12A,32389.03745489765
04380721,36,2020,4,S12A,20002.70901856421
04380841,36,2020,4,S12A,24797.88018133155
04381711,36,2020,4,NA,27654.89337981424
04381881,36,2020,4,S12A,27960.302255389484
04382111,36,2020,4,S12A,39559.12243943108
04382372,36,2020,4,NA,24465.982716113565
04383661,36,2020,4,NA,17763.383588925593
04385851,36,2020,4,S12A,29309.55067725023
04386421,36,2020,4,NA,21357.814498722073
04386601,36,2020,4,NA,19649.013155299068
04387101,36,2020,4,S12A,26263.93551210223
04387891,36,2020,4,S12A,30359.97829160741
04388791,36,2020,4,NA,25708.05501551329
04388851,36,2020,4,S12A,15377.927494992706
04388871,36,2020,4,NA,39183.39535365355
04391761,36,2020,4,NA,23503.343249129215
04393201,36,2020,5,S12A,42671.55454041531
04393421,36,2020,5,NA,28612.27331237437
04394351,36,2020,5,NA,13583.052778981868
04395232,36,2020,5,NA,30212.84246162374
04396931,36,2020,5,S12A,15785.191460933913
04397771,36,2020,5,S12A,31366.53666461317
04398201,36,2020,5,S12A,11889.479239866088
04398621,36,2020,5,S12A,28079.174106951286
04398821,36,2020,5,NA,34202.35707716305
04399041,36,2020,5,NA,14351.696896073077
04400343,36,2020,5,NA,34198.27248816177
04400474,36,2020,5,S12A,21601.255950145616
04400751,36,2020,5,S12A,44031.996899218764
04401051,36,2020,5,NA,35402.14687549362
04401361,36,2020,5,NA,31249.187964814624
04401661,36,2020,5,S12A,12457.953953096445
04402351,36,2020,5,S12A,17084.769924548957
04402541,36,2020,5,S12A,25191.936226759313
04403333,36,2020,5,S12A,21008.9434558918
04403591,36,2020,5,S12A,28293.014311167226
04404421,36,2020,5,NA,25340.24849881545
04404621,36,2020,5,NA,19956.82585659611
04404931,36,2020,5,S12A,21554.809893787195
04405973,36,2020,5,S12A,15298.151635060116
04406021,36,2020,5,S12A,17575.55606795501
04406911,36,2020,6,S12A,31003.829247056914
04407081,36,2020,6,S12A,18474.931176178055
04407301,36,2020,6,S12A,29284.13969197521
04407402,36,2020,6,S12A,28463.420307135668
04407681,36,2020,6,S12A,26276.489860818805
04407841,36,2020,6,S12A,26171.56868944511
04408251,36,2020,6,S12A,21536.081217216717
04408541,36,2020,6,S12A,23784.00729281519
04409651,36,2020,6,NA,29029.347839093745
04410934,36,2020,6,NA,25540.53620677227
04411001,36,2020,6,S12A,14112.000847546786
04411381,36,2020,6,NA,20941.1624281531
04411471,36,2020,6,S12A,17206.471396357592
04412791,36,2020,6,S12A,16100.03649296162
04415242,36,2020,6,S12A,24072.087437465863
04415313,36,2020,6,NA,16098.119301480147
04415421,36,2020,6,S12A,45944.088113275524
04416911,36,2020,6,S12A,23953.212395595503
04417374,36,2020,6,NA,29552.792065336067
04417871,36,2020,6,S12A,30285.660633223786
04419111,36,2020,6,S12A,23300.776107254213
04419291,36,2020,6,S12A,34514.652955087324
04419591,36,2020,6,S12A,23784.00729281519
04419742,36,2020,6,S12A,27611.347314454815
04267184,36,2020,7,NA,19823.42960806758
04267564,36,2020,7,S12A,19321.595171259658
04267754,36,2020,7,S12A,32853.2320558645
04269574,36,2020,7,S12A,25146.641266806375
04269904,36,2020,7,NA,24298.395134928072
04270124,36,2020,7,NA,19301.76972129319
04270554,36,2020,7,S12A,33635.37875965637
04270594,36,2020,7,NA,25688.636787768046
04270944,36,2020,7,S12A,18527.469417000615
04271204,36,2020,7,S12A,21991.73344928089
04271504,36,2020,7,S12A,34967.26276811322
04272114,36,2020,7,NA,46370.13499735155
04272804,36,2020,7,S12A,16745.24718962139
04273064,36,2020,7,S12A,16963.80494473916
04273124,36,2020,7,S12A,23920.41152029312
04273684,36,2020,7,NA,18220.15934310509
04273804,36,2020,7,NA,15939.389065148052
04274594,36,2020,7,S12A,23848.97779180979
04275214,36,2020,7,S12A,32244.590859457083
04275334,36,2020,7,S12A,28609.98294234638
04275724,36,2020,7,S12A,21395.573627357284
04275984,36,2020,7,S12A,30381.50108269348
04276934,36,2020,7,S12A,29265.034794207422
04276954,36,2020,7,NA,21865.30171644528
04276994,36,2020,7,S12A,29923.67539724696
04277424,36,2020,7,NA,35699.35448091309
04279644,36,2020,8,NA,21261.37538300712
04280004,36,2020,8,S12A,19888.526468485303
04280204,36,2020,8,S12A,17034.18483783109
04280524,36,2020,8,S12A,22768.957175138614
04280644,36,2020,8,S12A,11665.596550820457
04280904,36,2020,8,S12A,15688.51771893379
04281214,36,2020,8,S12A,19888.526468485303
04281224,36,2020,8,NA,23601.138800072986
04281384,36,2020,8,NA,34435.0456096443
04281604,36,2020,8,NA,26459.915941087074
04282614,36,2020,8,S12A,26900.168112597403
04283444,36,2020,8,NA,24956.38803072521
04283604,36,2020,8,S12A,18074.255526633824
04283854,36,2020,8,NA,13848.609872595714
04284084,36,2020,8,S12A,22627.832433228927
04284184,36,2020,8,NA,44331.506233782624
04284244,36,2020,8,S12A,19184.812111316838
04284284,36,2020,8,NA,25763.423253052202
04284314,36,2020,8,S12A,18178.51576208732
04284734,36,2020,8,S12A,10602.019955512656
04285054,36,2020,8,NA,21156.067734881843
04285354,36,2020,8,S12A,9812.523323533605
04286174,36,2020,8,S12A,18016.3459763177
04287234,36,2020,8,S12A,18769.548956713916
04288044,36,2020,8,S12A,17925.944430627394
04288294,36,2020,8,S12A,12377.098794671816
04288534,36,2020,8,S12A,14683.236231642866
04288784,36,2020,9,S12A,20476.21104715603
04289054,36,2020,9,NA,28996.674379126085
04289294,36,2020,9,S12A,23594.580537725247
04290184,36,2020,9,NA,16407.812626695824
04291614,36,2020,9,S12A,10016.744033191293
04291654,36,2020,9,NA,13731.398164125547
04292474,36,2020,9,S12A,12161.220789234696
04293364,36,2020,9,NA,20067.28229613297
04293514,36,2020,9,S12A,13528.017104669338
04293614,36,2020,9,S12A,25815.218051812684
04293674,36,2020,9,S12A,30594.629104798158
04293744,36,2020,9,S12A,25181.885898923047
04295084,36,2020,9,S12A,28964.915317665276
04295544,36,2020,9,S12A,15534.298360988607
04295834,36,2020,9,S12A,17567.612912572346
04295894,36,2020,9,S12A,23695.02445562123
04297994,36,2020,9,S12A,14675.778433780222
04298104,36,2020,9,S12A,20991.50998150824
04298114,36,2020,9,NA,11786.955783007872
04298204,36,2020,9,S12A,23695.02445562123
04298224,36,2020,9,NA,23114.137076714713
04298684,36,2020,9,S12A,29508.68959655312
04299024,36,2020,9,S12A,22610.109256700303
04299384,36,2020,9,S12A,35189.47985676693
04310783,36,2020,7,NA,47463.65777732129
04310943,36,2020,7,S12A,24456.561073529956
04311323,36,2020,7,S12A,19209.54885789903
04312013,36,2020,7,S12A,21606.603208006054
04312623,36,2020,7,NA,20248.225298274247
04312853,36,2020,7,S12A,21282.8473669302
04313073,36,2020,7,S12A,17372.954116135763
04313263,36,2020,7,NA,32889.694431130236
04313494,36,2020,7,S12A,19151.583362585076
04313723,36,2020,7,NA,31440.262871796094
04313863,36,2020,7,NA,20570.805914816592
04315563,36,2020,7,S12A,20120.90370406136
04316033,36,2020,7,S12A,24109.40326192426
04316133,36,2020,7,S12A,31122.535851258424
04316523,36,2020,7,NA,16296.352061574988
04317903,36,2020,7,S12A,22484.653817884613
04317923,36,2020,7,S12A,30591.395041991786
04318203,36,2020,7,S12A,21893.28450207226
04319673,36,2020,7,S12A,41171.19200662231
04320143,36,2020,7,S12A,19499.63221224977
04320863,36,2020,8,NA,12837.573734107824
04320973,36,2020,8,S12A,12019.33540952239
04321323,36,2020,8,NA,20032.758028210283
04321333,36,2020,8,NA,31284.491939587737
04321513,36,2020,8,S12A,25766.49152548014
04321823,36,2020,8,S12A,20464.064589189053
04323023,36,2020,8,S12A,24675.129951569852
04323613,36,2020,8,S12A,33311.46445809172
04323723,36,2020,8,NA,22496.495060536206
04323753,36,2020,8,S12A,31957.294053927122
04323783,36,2020,8,S12A,9846.690164783186
04323793,36,2020,8,S12A,25766.49152548014
04325123,36,2020,8,S12A,17885.018422900423
04325453,36,2020,8,S12A,9550.31663292262
04325583,36,2020,8,S12A,18010.69586266322
04325753,36,2020,8,S12A,17956.879827591183
04325973,36,2020,8,S12A,13737.15055860043
04327343,36,2020,8,S12A,37344.470690101814
04327553,36,2020,8,S12A,13850.259160713213
04327603,36,2020,8,S12A,15607.130848086546
04327653,36,2020,8,S12A,25141.581399021874
04327973,36,2020,8,NA,34605.68384299789
04328023,36,2020,8,S12A,34171.77535370888
04328193,36,2020,8,S12A,18327.734637692844
04328493,36,2020,8,NA,19500.72238977362
04329293,36,2020,8,S12A,32076.248147768147
04329513,36,2020,8,S12A,23759.920383091343
04329703,36,2020,8,S12A,20334.305780081642
04329713,36,2020,8,NA,15303.077324775792
04330233,36,2020,8,S12A,32274.686666606056
04330503,36,2020,8,S12A,22312.211351705933
04331333,36,2020,8,S12A,26335.037759830873
04341783,36,2020,9,S12A,24158.53595760505
04342073,36,2020,9,S12A,18254.619222042704
04342423,36,2020,9,S12A,23116.88983471552
04342463,36,2020,9,S12A,10044.407396696994
04342613,36,2020,9,S12A,18190.34968602901
04342683,36,2020,9,S12A,33285.373361352344
04342813,36,2020,9,S12A,25121.8893367504
04343073,36,2020,9,S12A,25101.783205316664
04343253,36,2020,9,S12A,24456.561073529956
04343363,36,2020,9,S12A,25746.310004374358
04343463,36,2020,9,NA,25673.179320340478
04343693,36,2020,9,S12A,23519.51016182077
04344043,36,2020,9,S12A,26947.03258201701
04344843,36,2020,9,NA,16254.66198093887
04344873,36,2020,9,NA,18845.41566370743
04345273,36,2020,9,S12A,23116.88983471552
04345463,36,2020,9,S12A,20935.162658235226
04347003,36,2020,9,NA,16338.097227286213
04347883,36,2020,9,S12A,25184.065994312994
04347963,36,2020,9,S12A,12076.7546919988
04348493,36,2020,9,S12A,34028.044170050336
04348513,36,2020,9,S12A,9338.686103937689
04348553,36,2020,9,S12A,39019.14725089966
04349393,36,2020,9,S12A,24924.717427356027
04349463,36,2020,9,S12A,21515.765823065856
04349783,36,2020,9,NA,26816.44928358942
04349893,36,2020,9,NA,29567.74013459758
04349933,36,2020,9,S12A,18571.976690630127
04350003,36,2020,9,S12A,20318.379000882138
04350343,36,2020,9,NA,23609.44924051096
04351773,36,2020,9,NA,23534.042154636365
04378562,36,2020,7,S12A,25226.800849077044
04378662,36,2020,7,S12A,34427.56252366409
04378772,36,2020,7,S12A,18739.11310552086
04379782,36,2020,7,S12A,21876.13034598868
04380132,36,2020,7,NA,22630.90152734205
04380232,36,2020,7,S12A,24383.52623707322
04380722,36,2020,7,S12A,19643.87420974581
04381732,36,2020,7,S12A,21559.38734597985
04381882,36,2020,7,S12A,30138.657219528362
04382112,36,2020,7,S12A,31214.458363942013
04382373,36,2020,7,NA,22359.77213437723
04383662,36,2020,7,NA,19975.727725081168
04384993,36,2020,7,S12A,27757.850557360733
04385852,36,2020,7,S12A,23792.15692126087
04386422,36,2020,7,NA,20211.033172056388
04386602,36,2020,7,NA,18593.983794722233
04386792,36,2020,7,S12A,17588.402184750972
04387022,36,2020,7,NA,27711.44019918821
04387102,36,2020,7,S12A,22165.84475134319
04388702,36,2020,7,NA,29356.370130898948
04388792,36,2020,7,NA,30121.400733404076
04388852,36,2020,7,S12A,19487.274603939582
04388872,36,2020,7,NA,42844.73537371535
04393202,36,2020,8,S12A,42929.15956911026
04393422,36,2020,8,NA,27644.73142129177
04394352,36,2020,8,NA,14133.109250761847
04394402,36,2020,8,S12A,7410.112428400585
04395233,36,2020,8,NA,25677.281594126096
04395972,36,2020,8,S12A,18502.89555064901
04396792,36,2020,8,S12A,9718.428998460015
04396843,36,2020,8,S12A,19951.621145512807
04397772,36,2020,8,S12A,33784.92637267032
04398202,36,2020,8,S12A,11748.82087102124
04398232,36,2020,8,S12A,20299.06064623256
04398572,36,2020,8,NA,21567.78911001564
04398622,36,2020,8,S12A,21585.848293706982
04398822,36,2020,8,NA,30692.640917136403
04399042,36,2020,8,NA,12277.391354393769
04399182,36,2020,8,S12A,26731.90854099
04399722,36,2020,8,NA,31537.915926629707
04400262,36,2020,8,S12A,32565.25216807811
04400344,36,2020,8,NA,30048.727616558324
04400752,36,2020,8,S12A,33183.97425922666
04400932,36,2020,8,S12A,14636.155281543084
04401052,36,2020,8,NA,34795.316068639455
04401362,36,2020,8,NA,18540.138647017757
04401462,36,2020,8,S12A,23759.920383091343
04401662,36,2020,8,S12A,10037.50389166234
04401772,36,2020,8,S12A,15890.20513593747
04402272,36,2020,8,S12A,12797.86930496952
04402352,36,2020,8,S12A,11301.093677742496
04402532,36,2020,8,S12A,23522.960805787672
04403334,36,2020,8,S12A,21143.514972797424
04403592,36,2020,8,S12A,29292.483420135854
04403862,36,2020,8,S12A,22817.97148160345
04404322,36,2020,8,NA,24398.179391643524
04404422,36,2020,8,NA,20079.54746879337
04404622,36,2020,8,NA,19266.27079180252
04404932,36,2020,8,S12A,27723.913895361697
04405903,36,2020,8,S12A,18556.880921767555
04405974,36,2020,8,S12A,19205.375525008832
04406022,36,2020,8,S12A,27857.087299602696
04406912,36,2020,9,S12A,27674.024288746594
04407082,36,2020,9,S12A,22207.261763916915
04407302,36,2020,9,S12A,11625.47365144368
04407403,36,2020,9,S12A,30898.555998429074
04407682,36,2020,9,S12A,29735.671714861157
04407862,36,2020,9,S12A,27592.554589574756
04408204,36,2020,9,S12A,24665.216376550103
04408252,36,2020,9,S12A,21419.520544869567
04408542,36,2020,9,S12A,23116.88983471552
04409652,36,2020,9,NA,34509.35821571731
04411382,36,2020,9,NA,28039.829052263325
04411472,36,2020,9,S12A,30611.98357933497
04411672,36,2020,9,NA,19919.80723148914
04411822,36,2020,9,S12A,16963.395779029433
04412302,36,2020,9,S12A,16227.440032908133
04412462,36,2020,9,NA,17897.131225960904
04412792,36,2020,9,S12A,13301.259943228428
04412922,36,2020,9,S12A,36914.99998299992
04414132,36,2020,9,S12A,27343.000382831204
04415243,36,2020,9,S12A,19838.36838386276
04415314,36,2020,9,NA,15720.068816342746
04415422,36,2020,9,S12A,20923.14850376306
04416332,36,2020,9,NA,16126.248229554616
04416912,36,2020,9,S12A,24306.724011649847
04417872,36,2020,9,S12A,34062.86189104534
04419152,36,2020,9,NA,22622.509967056285
04419292,36,2020,9,S12A,12933.96571885263
04419652,36,2020,9,NA,20484.33113233612
04419743,36,2020,9,S12A,15366.605592583059
04419802,36,2020,9,S12A,23424.520046904443
04420521,36,2020,7,S12A,21420.821306674694
04421111,36,2020,7,S12A,38556.603786408414
04421381,36,2020,7,S12A,24383.52623707322
04422631,36,2020,7,NA,22910.62292157189
04423671,36,2020,7,S12A,35004.14326734344
04423701,36,2020,7,S12A,21895.993905680887
04423851,36,2020,7,NA,16296.352061574988
04425121,36,2020,7,S12A,21593.26215399822
04425341,36,2020,7,S12A,35307.37197002511
04425421,36,2020,7,NA,28085.23343630737
04425671,36,2020,7,S12A,19242.902279147256
04425971,36,2020,7,NA,16525.962911595212
04426841,36,2020,7,S12A,31189.67407736025
04427431,36,2020,7,S12A,26305.28452664295
04427451,36,2020,7,NA,22910.62292157189
04427481,36,2020,7,S12A,28090.488262919116
04428191,36,2020,7,S12A,30238.93039301096
04428481,36,2020,7,NA,28755.084073984486
04429371,36,2020,7,S12A,29492.983734098812
04429381,36,2020,7,S12A,17344.02985995865
04429661,36,2020,7,S12A,31523.537723635647
04431411,36,2020,7,NA,20062.4328946491
04461401,36,2020,8,S12A,19921.28820652724
04461693,36,2020,8,NA,31299.263024735083
04461951,36,2020,8,S12A,27967.551698006842
04462171,36,2020,8,NA,25491.17773604759
04462551,36,2020,8,S12A,18327.734637692844
04462821,36,2020,8,NA,33080.92511934422
04462831,36,2020,8,S12A,32988.8974972626
04463121,36,2020,8,S12A,19381.19740597084
04463461,36,2020,8,S12A,14406.432034833115
04463561,36,2020,8,S12A,27466.272631574575
04463711,36,2020,8,S12A,31629.31330222085
04464051,36,2020,8,NA,48304.596253250216
04464931,36,2020,8,S12A,23135.010256633075
04466041,36,2020,8,S12A,22120.793004770054
04466251,36,2020,8,NA,12275.435462327925
04467261,36,2020,8,NA,16684.664684753305
04467511,36,2020,8,S12A,16788.352621533842
04467611,36,2020,8,S12A,30052.306243572868
04467811,36,2020,8,S12A,48014.128128438686
04467931,36,2020,8,S12A,10842.779196493679
04468911,36,2020,8,S12A,20344.814445760298
04469251,36,2020,8,NA,10335.320837250467
04469611,36,2020,8,S12A,24359.0810298133
04470291,36,2020,8,NA,27256.80520389325
04471801,36,2020,8,NA,20376.7370986689
04472281,36,2020,8,S12A,14614.99918644563
04472451,36,2020,8,S12A,17061.245273098855
04472711,36,2020,8,S12A,23135.010256633075
04503281,36,2020,9,NA,22258.923606039185
04505371,36,2020,9,S12A,14892.635037371789
04506331,36,2020,9,S12A,27955.178255926246
04506561,36,2020,9,S12A,21980.288626292877
04507751,36,2020,9,S12A,18571.40967747773
04507761,36,2020,9,S12A,37935.88780189456
04508351,36,2020,9,NA,24191.08681808595
04508641,36,2020,9,NA,31274.747978256808
04509231,36,2020,9,S12A,23577.321740160925
04509251,36,2020,9,NA,18457.272765331487
04509351,36,2020,9,S12A,24939.81085189786
04509921,36,2020,9,S12A,36728.77428182779
04509991,36,2020,9,S12A,16737.075235987508
04510311,36,2020,9,S12A,10035.868646139057
04510721,36,2020,9,NA,13202.94089917596
04510911,36,2020,9,S12A,23424.520046904443
04511421,36,2020,9,S12A,28380.849947338647
04511873,36,2020,9,NA,33994.59609164914
04512331,36,2020,9,S12A,19426.280526191702
04512844,36,2020,9,S12A,43754.94686737831
04513031,36,2020,9,S12A,20318.379000882138
04513261,36,2020,9,S12A,23138.927518418906
04513651,36,2020,9,NA,38072.07403553687
04514211,36,2020,9,NA,20060.21664065196
04514231,36,2020,9,S12A,31305.403397867532
04514253,36,2020,9,S12A,21475.33291847495
04514371,36,2020,9,S12A,21826.834144297547
04310104,36,2020,10,S12A,26412.50115959851
04310474,36,2020,10,NA,21329.331169308396
04310724,36,2020,10,S12A,13814.855648709588
04311324,36,2020,10,S12A,16211.304955773996
04311374,36,2020,10,S12A,32341.399233106207
04311924,36,2020,10,S12A,51243.29003848809
04312014,36,2020,10,S12A,25688.72631082467
04312624,36,2020,10,NA,20694.69613375644
04312674,36,2020,10,S12A,21839.55232858663
04312854,36,2020,10,S12A,17032.808045455156
04312984,36,2020,10,S12A,17382.048544507466
04313074,36,2020,10,S12A,17709.64914094877
04313264,36,2020,10,NA,28097.794914365382
04313724,36,2020,10,NA,32297.19882495278
04313864,36,2020,10,NA,24532.040576234824
04314894,36,2020,10,S12A,22694.178437356033
04315734,36,2020,10,S12A,27539.586282991837
04316034,36,2020,10,S12A,20022.665576557472
04316134,36,2020,10,S12A,38842.070870622236
04316524,36,2020,10,NA,18583.76437545457
04317904,36,2020,10,S12A,25809.93787846025
04318204,36,2020,10,S12A,26109.183372589236
04319674,36,2020,10,S12A,18048.756925632955
04320144,36,2020,10,S12A,20203.185547687808
04320974,36,2020,11,S12A,26456.057999649547
04321514,36,2020,11,S12A,22745.693165388715
04321824,36,2020,11,S12A,18438.4405517455
04323024,36,2020,11,S12A,32880.85888867707
