newid,state,qintrvyr,qintrvmo,psu,txwgt
04279793,48,2020,5,S37A,44313.70254120637
04280253,48,2020,5,S37B,21793.558532250914
04280753,48,2020,5,S37A,25228.983384393297
04281083,48,2020,5,NA,21491.803231365324
04281643,48,2020,5,S37A,18486.893204099637
04281753,48,2020,5,NA,47642.84090025538
04281763,48,2020,5,S37A,18492.62989869158
04282063,48,2020,5,NA,49236.05559741916
04283333,48,2020,5,S37A,27594.239670092178
04284213,48,2020,5,NA,26324.20287753252
04285583,48,2020,5,NA,44140.807275660496
04285773,48,2020,5,S37A,60204.00094220441
04287693,48,2020,5,NA,64932.65809485682
04288353,48,2020,5,NA,33462.59215850937
04288733,48,2020,6,S37A,41035.871447839825
04288843,48,2020,6,S37A,48856.879439976045
04288893,48,2020,6,NA,78892.12952453732
04289083,48,2020,6,S37A,46880.54220600905
04289443,48,2020,6,S37A,45873.320010313786
04289453,48,2020,6,NA,56418.13449409563
04289563,48,2020,6,S37B,31521.495963166148
04289693,48,2020,6,S37A,21734.316005742032
04289743,48,2020,6,NA,60418.6193796158
04290023,48,2020,6,NA,61133.22527918474
04290163,48,2020,6,NA,47673.30202140013
04292403,48,2020,6,S37A,68015.10939577725
04292743,48,2020,6,S37A,43972.864519095216
04293493,48,2020,6,S37B,39007.1693425197
04293793,48,2020,6,S37A,31250.81475642855
04293923,48,2020,6,S37B,51159.53982377621
04293933,48,2020,6,NA,54239.049507445285
04296383,48,2020,6,NA,44332.47192272787
04296493,48,2020,6,S37B,46348.89949295853
04296513,48,2020,6,NA,40140.07501541835
04296533,48,2020,6,NA,19462.107381808426
04296883,48,2020,6,S37B,43630.11632748559
04298293,48,2020,6,S37A,35560.40497049986
04298853,48,2020,6,NA,55005.28533792992
04299113,48,2020,6,S37B,24040.242481726655
04299263,48,2020,6,NA,38950.54634898743
04310372,48,2020,4,S37B,19811.436176331823
04310514,48,2020,4,NA,46740.63845640027
04311342,48,2020,4,NA,59991.0147165131
04311532,48,2020,4,NA,71378.17373328515
04311962,48,2020,4,S37B,35914.8615638901
04312992,48,2020,4,NA,23315.752869775584
04313372,48,2020,4,NA,35365.309965427085
04313792,48,2020,4,NA,65821.0068061153
04313892,48,2020,4,S37A,39605.59968436052
04313902,48,2020,4,NA,36325.529651758116
04314122,48,2020,4,S37B,36981.22124280014
04314442,48,2020,4,NA,38924.04107956102
04314672,48,2020,4,S37A,33373.790939802326
04315152,48,2020,4,S37B,36981.22124280014
04316072,48,2020,4,S37A,43482.6363982453
04316204,48,2020,4,NA,50123.56823912492
04316282,48,2020,4,NA,64478.8912005464
04317262,48,2020,4,S37A,22664.34037522742
04317574,48,2020,4,NA,62150.07656097579
04319142,48,2020,4,NA,67726.00996388945
04319722,48,2020,4,S37A,46987.70088144456
04320502,48,2020,4,NA,45165.92965363937
04321942,48,2020,5,NA,52717.355305305144
04322212,48,2020,5,NA,49280.09769655554
04322892,48,2020,5,NA,30335.85486931209
04323522,48,2020,5,S37A,35041.367153987594
04324172,48,2020,5,NA,45706.91116883973
04324382,48,2020,5,S37B,36981.22124280014
04325102,48,2020,5,NA,70462.36728756555
04325152,48,2020,5,NA,10278.327358934936
04325992,48,2020,5,S37A,34352.79342796713
04326042,48,2020,5,NA,49699.21258049754
04327292,48,2020,5,NA,37154.86421236123
04327592,48,2020,5,S37A,47983.474023235955
04329182,48,2020,5,NA,72630.60896434308
04329502,48,2020,5,NA,47114.29777424426
04341492,48,2020,6,NA,43546.92464147789
04342042,48,2020,6,S37A,49618.11778675254
04342692,48,2020,6,S37B,24792.19354858336
04344002,48,2020,6,S37A,36740.101740071215
04344242,48,2020,6,S37B,63398.43243416565
04344442,48,2020,6,NA,52649.22411645281
04344762,48,2020,6,NA,94507.01095420634
04347042,48,2020,6,NA,55689.59792099723
04348232,48,2020,6,NA,23585.460812837795
04349012,48,2020,6,S37A,39161.339652058385
04350062,48,2020,6,NA,56258.64810375423
04381471,48,2020,4,NA,27494.469289690027
04383801,48,2020,4,NA,26520.530589082162
04384763,48,2020,4,NA,23544.216529465328
04385331,48,2020,4,S37A,22435.480572764292
04385821,48,2020,4,S37B,34710.794421995466
04386273,48,2020,4,NA,57179.384879920246
04386474,48,2020,4,S37A,32852.05311145754
04387391,48,2020,4,NA,42514.66711197389
04391101,48,2020,4,NA,70224.462089254
04391391,48,2020,4,NA,48448.87863575607
04391514,48,2020,4,S37A,26833.59586601588
04391521,48,2020,4,S37B,45617.337547855524
04392131,48,2020,5,S37A,31343.9978799316
04393291,48,2020,5,S37A,30695.214365537297
04394691,48,2020,5,NA,82662.8480113832
04396821,48,2020,5,S37B,55600.72814879466
04397011,48,2020,5,S37A,69740.72489165586
04397421,48,2020,5,NA,39928.92621120974
04397551,48,2020,5,S37B,32043.1244062666
04399381,48,2020,5,S37A,49498.75637652149
04400384,48,2020,5,S37A,12637.519875913458
04403451,48,2020,5,NA,73064.13525654854
04403473,48,2020,5,NA,31994.00186672435
04403841,48,2020,5,S37A,31010.888547315746
04404302,48,2020,5,S37B,33090.60831129387
04404501,48,2020,5,S37A,40274.401112002146
04406451,48,2020,6,NA,125468.10541832662
04406654,48,2020,6,S37A,57564.9887014329
04407223,48,2020,6,NA,29256.419920468943
04408442,48,2020,6,S37A,62998.30498370274
04410112,48,2020,6,S37B,90382.49880844117
04410441,48,2020,6,NA,37740.46098537345
04410761,48,2020,6,NA,60201.30855049148
04411371,48,2020,6,NA,39248.64802655866
04412831,48,2020,6,S37A,35867.665198963026
04413551,48,2020,6,S37A,23771.771591267243
04416211,48,2020,6,NA,52665.28624766303
04416461,48,2020,6,S37A,44916.1338072678
04418111,48,2020,6,S37B,22316.640880612267
04418131,48,2020,6,NA,39987.02520511462
04419693,48,2020,6,S37A,19467.136108745
04419961,48,2020,6,S37A,31520.8379040751
04267104,48,2020,7,NA,51886.47623252239
04267534,48,2020,7,NA,44395.87874105352
04267594,48,2020,7,S37A,40145.41161268241
04268224,48,2020,7,S37A,37938.66954321823
04268374,48,2020,7,S37B,30784.392066990276
04269284,48,2020,7,S37A,46642.34723843391
04269694,48,2020,7,NA,76004.33060109356
04269744,48,2020,7,NA,37552.60430604751
04270234,48,2020,7,S37B,29245.59795554318
04270304,48,2020,7,NA,44039.56129685206
04270384,48,2020,7,NA,40896.84854089315
04270714,48,2020,7,NA,34895.349384030786
04270894,48,2020,7,NA,61220.22632146205
04271104,48,2020,7,S37B,40343.91529226387
04271414,48,2020,7,S37B,49522.171427127716
04272004,48,2020,7,S37A,32808.80051910187
04272764,48,2020,7,S37A,77408.28285545131
04273034,48,2020,7,NA,52890.420375411544
04273154,48,2020,7,S37A,42081.98852411018
04273754,48,2020,7,NA,46013.35520440863
04274334,48,2020,7,S37A,28683.63696302276
04275204,48,2020,7,S37A,32450.16275043155
04275534,48,2020,7,S37B,49440.96907593857
04275614,48,2020,7,S37B,37988.82001510585
04275754,48,2020,7,S37B,36679.74547941639
04277154,48,2020,7,S37B,34535.084608416306
04277304,48,2020,7,S37A,32127.38696985899
04277734,48,2020,7,S37A,39714.80972464518
04277854,48,2020,8,S37B,32236.87153364355
04278344,48,2020,8,S37B,34662.08745391344
04278594,48,2020,8,NA,40787.22649874959
04279244,48,2020,8,S37A,65302.63782174926
04279724,48,2020,8,S37A,29729.89189585629
04279794,48,2020,8,S37A,40987.42456638124
04280254,48,2020,8,S37B,43728.48675911362
04280754,48,2020,8,S37A,32544.49959964225
04281644,48,2020,8,S37A,46173.4683438279
04281754,48,2020,8,NA,52257.38505712251
04281764,48,2020,8,S37A,40659.06942556345
04281974,48,2020,8,S37B,42347.35266640464
04282314,48,2020,8,S37B,34433.36582748463
04283334,48,2020,8,S37A,43995.81208079337
04284214,48,2020,8,NA,35547.76563263464
04285584,48,2020,8,NA,64989.53574241685
04285774,48,2020,8,S37A,50493.17248696736
04287694,48,2020,8,NA,69956.37696238754
04287964,48,2020,8,S37A,47586.71657499265
04288354,48,2020,8,NA,60427.36564527836
04288734,48,2020,9,S37A,19532.177477917292
04288844,48,2020,9,S37A,29255.693663839047
04288894,48,2020,9,NA,48257.0675913268
04289084,48,2020,9,S37A,29662.12194892716
04289454,48,2020,9,NA,27880.86827994816
04289564,48,2020,9,S37B,17663.50249142923
04289744,48,2020,9,NA,24749.69432235543
04290024,48,2020,9,NA,27799.942080962217
04290164,48,2020,9,NA,29297.48887474949
04290234,48,2020,9,NA,36278.72963546261
04290804,48,2020,9,S37B,22315.086174507156
04292404,48,2020,9,S37A,53868.6548497277
04292744,48,2020,9,S37A,38233.81788078186
04293494,48,2020,9,S37B,28607.89090477783
04293794,48,2020,9,S37A,29982.196166686947
04293924,48,2020,9,S37B,35779.46233354025
04293934,48,2020,9,NA,43213.19316440804
04294224,48,2020,9,S37A,57697.50491554154
04294524,48,2020,9,S37A,37194.86623532666
04295954,48,2020,9,NA,23701.050014679877
04296384,48,2020,9,NA,28365.136225267674
04296404,48,2020,9,S37A,55795.674640965255
04296514,48,2020,9,NA,23936.03206965674
04296534,48,2020,9,NA,26841.051813930902
04298294,48,2020,9,S37A,16588.88913225931
04298854,48,2020,9,NA,62867.36734496228
04310283,48,2020,7,S37A,42111.05812678434
04310373,48,2020,7,S37B,38493.8253561182
04310833,48,2020,7,NA,38544.88342552846
04311263,48,2020,7,NA,32135.63707788577
04311343,48,2020,7,NA,51582.87759895966
04311533,48,2020,7,NA,36855.63244017605
04311963,48,2020,7,S37B,31193.087519113567
04312993,48,2020,7,NA,36839.964219657704
04313153,48,2020,7,S37B,34662.39398013268
04313373,48,2020,7,NA,33802.72425963359
04313743,48,2020,7,S37A,53854.71005436238
04313793,48,2020,7,NA,65426.37442838607
04313903,48,2020,7,NA,45123.16960683993
04314123,48,2020,7,S37B,31116.65671017699
04314443,48,2020,7,NA,40024.652586795964
04314673,48,2020,7,S37A,28919.178900271316
04316073,48,2020,7,S37A,28931.478371289184
04316193,48,2020,7,NA,60428.482242544684
04319143,48,2020,7,NA,45751.73420362833
04319723,48,2020,7,S37A,40686.9644172071
04320163,48,2020,7,NA,40154.97871889078
04321603,48,2020,8,NA,64927.734813846735
04321943,48,2020,8,NA,65633.13533526512
04322213,48,2020,8,NA,59793.27783215775
04322893,48,2020,8,NA,53658.23819146853
04323323,48,2020,8,S37A,29077.247924688705
04323523,48,2020,8,S37A,30500.26794321218
04324173,48,2020,8,NA,48861.98553001353
04324683,48,2020,8,S37A,60375.75300042488
04325103,48,2020,8,NA,52739.05627483977
04325993,48,2020,8,S37A,40070.52363799197
04326043,48,2020,8,NA,40792.472600375884
04326933,48,2020,8,NA,45577.06241284231
04327293,48,2020,8,NA,42146.330699162936
04327593,48,2020,8,S37A,46684.71002615852
04328533,48,2020,8,NA,82141.93595984654
04329183,48,2020,8,NA,60026.69298083229
04329893,48,2020,8,S37A,49595.322909996015
04342043,48,2020,9,S37A,38695.08618770435
04342693,48,2020,9,S37B,23615.998948148626
04343083,48,2020,9,S37A,39173.56037809538
04343953,48,2020,9,NA,44506.828601754525
04344003,48,2020,9,S37A,23507.328727434266
04344243,48,2020,9,S37B,45659.515290651696
04344443,48,2020,9,NA,37798.50046739456
04344463,48,2020,9,S37A,28949.65997592157
04344763,48,2020,9,NA,73001.08072177295
04346603,48,2020,9,S37A,48968.42559576286
04348893,48,2020,9,NA,45564.65945939909
04349013,48,2020,9,S37A,32286.956746974458
04349433,48,2020,9,S37A,26349.132026493808
04349703,48,2020,9,S37B,28170.603250040218
04350063,48,2020,9,NA,44822.24245729593
04350873,48,2020,9,S37A,26578.264626090782
04378572,48,2020,7,S37A,27283.415933799333
04380302,48,2020,7,NA,61430.67961411507
04380422,48,2020,7,S37A,47123.853117371706
04380552,48,2020,7,S37B,44507.69652529393
04381472,48,2020,7,NA,37559.38477567609
04383772,48,2020,7,NA,47888.65085022612
04384764,48,2020,7,NA,41000.07858670917
04385822,48,2020,7,S37B,34478.223756235035
04386274,48,2020,7,NA,39804.84930543215
04387392,48,2020,7,NA,36839.964219657704
04388832,48,2020,7,S37B,41976.0230782326
04391102,48,2020,7,NA,61748.74740259116
04391392,48,2020,7,NA,42079.24089585041
04391522,48,2020,7,S37B,55293.64936637967
04392132,48,2020,8,S37A,29525.731984825314
04392372,48,2020,8,NA,72955.12754390955
04392642,48,2020,8,S37A,59657.27142949053
04393292,48,2020,8,S37A,36544.11437960824
04394622,48,2020,8,S37A,36261.398726188665
04394692,48,2020,8,NA,64767.412079026355
04396822,48,2020,8,S37B,53958.13242210233
04397012,48,2020,8,S37A,78878.4210971386
04397052,48,2020,8,S37A,64564.18623561806
04397182,48,2020,8,S37B,31116.65671017699
04397322,48,2020,8,NA,66549.47035008554
04397422,48,2020,8,NA,37612.64846527032
04398002,48,2020,8,S37B,44846.51911780894
04399382,48,2020,8,S37A,75224.2146127477
04401852,48,2020,8,S37A,40061.27659407551
04402332,48,2020,8,S37B,43249.47658759343
04403124,48,2020,8,S37B,45815.79021910708
04403342,48,2020,8,S37B,30492.808725453546
04403452,48,2020,8,NA,76568.35241655442
04403474,48,2020,8,NA,93314.13795366912
04404502,48,2020,8,S37A,37142.51001707499
04405042,48,2020,8,S37B,29573.342817787063
04407224,48,2020,9,NA,42532.53974375948
04407512,48,2020,9,S37B,52722.43040442227
04409503,48,2020,9,S37A,44077.42243875323
04410113,48,2020,9,S37B,49622.18464472519
04410442,48,2020,9,NA,31794.272875377697
04410762,48,2020,9,NA,34106.70954718662
04410784,48,2020,9,S37A,30870.86616608576
04411372,48,2020,9,NA,43913.833671301814
04412832,48,2020,9,S37A,26578.264626090782
04413042,48,2020,9,NA,55994.18731081757
04413552,48,2020,9,S37A,14741.896388906338
04414384,48,2020,9,NA,47215.05265400272
04414762,48,2020,9,S37A,27626.018879192958
04415002,48,2020,9,S37B,25496.605961611393
04415332,48,2020,9,S37A,28148.6431380027
04415402,48,2020,9,NA,20292.232971531488
04416462,48,2020,9,S37A,24863.47811061883
04417012,48,2020,9,NA,63912.60590619683
04417153,48,2020,9,S37A,62650.581961845295
04417652,48,2020,9,NA,25882.65701497063
04418112,48,2020,9,S37B,24969.248751453342
04418594,48,2020,9,S37B,39906.7287526365
04419004,48,2020,9,S37A,18854.250513971096
04419694,48,2020,9,S37A,35387.737181793
04419962,48,2020,9,S37A,30241.257795811987
04421841,48,2020,7,S37B,39535.719721782836
04424471,48,2020,7,S37A,60744.591025094676
04424561,48,2020,7,S37B,39124.96560722943
04425063,48,2020,7,S37B,29859.496544232592
04426341,48,2020,7,S37B,53790.361386748424
04427181,48,2020,7,S37A,35609.78248959762
04429471,48,2020,7,NA,40839.82100452519
04430331,48,2020,7,S37A,28919.178900271316
04430501,48,2020,7,NA,91710.72949905276
04431471,48,2020,7,S37B,31193.087519113567
04461181,48,2020,8,NA,42146.330699162936
04461571,48,2020,8,NA,53632.63844934061
04461611,48,2020,8,S37B,27637.213219824065
04462401,48,2020,8,S37A,25386.835488214965
04462621,48,2020,8,S37B,32168.855602339965
04463141,48,2020,8,S37A,36161.72285797819
04463441,48,2020,8,NA,44989.34812761647
04463611,48,2020,8,S37B,30819.303909155948
04464191,48,2020,8,NA,48776.475337818985
04464651,48,2020,8,S37B,28802.312862484734
04465324,48,2020,8,S37B,50567.878818801895
04465401,48,2020,8,NA,47315.61517621384
04465701,48,2020,8,S37B,27882.029485910443
04466031,48,2020,8,NA,44051.10841378128
04466791,48,2020,8,S37A,25380.976987717684
04466871,48,2020,8,S37B,36127.35986206252
04466991,48,2020,8,S37A,33724.799009246264
04467271,48,2020,8,S37A,53473.75963919956
04468471,48,2020,8,S37A,32194.219277090582
04468571,48,2020,8,NA,31775.99332219868
04468801,48,2020,8,NA,37273.78953097197
04470231,48,2020,8,S37A,29525.731984825314
04470901,48,2020,8,NA,37612.64846527032
04470931,48,2020,8,S37A,29538.289425895167
04471081,48,2020,8,NA,75664.69054049533
04471121,48,2020,8,NA,60377.59186340122
04472574,48,2020,8,NA,47296.35864031304
04503611,48,2020,9,S37B,16067.138282155576
04503741,48,2020,9,NA,41505.49502148007
04503991,48,2020,9,NA,49902.95774518325
04504201,48,2020,9,S37A,25190.81010590922
04504714,48,2020,9,NA,25948.49956624786
04505451,48,2020,9,NA,42185.12380107619
04505901,48,2020,9,NA,17888.794237735397
04505911,48,2020,9,NA,69496.7778284043
04506101,48,2020,9,NA,24256.511117607995
04507271,48,2020,9,S37A,18780.17049944314
04507471,48,2020,9,S37A,24095.348307963497
04507481,48,2020,9,S37A,32254.279913072885
04508081,48,2020,9,NA,50883.517915963486
04508241,48,2020,9,NA,74132.17498254342
04509541,48,2020,9,S37B,38174.996787308846
04509641,48,2020,9,NA,41837.11411867765
04509821,48,2020,9,NA,53623.41331404036
04510641,48,2020,9,NA,35812.44026892089
04510821,48,2020,9,S37B,46803.44537873439
04511251,48,2020,9,S37B,30420.12231766457
04512021,48,2020,9,S37B,37506.75216817313
04512231,48,2020,9,S37A,26578.264626090782
04512261,48,2020,9,NA,39893.1054074218
04512451,48,2020,9,S37A,33115.10116729291
04512551,48,2020,9,NA,47791.719034720736
04512571,48,2020,9,S37A,30826.39164652194
04513271,48,2020,9,NA,26588.998553290403
04513321,48,2020,9,NA,58749.87342985749
04514081,48,2020,9,S37A,38388.15006404165
04514091,48,2020,9,S37A,24268.467944440523
04514261,48,2020,9,S37B,29878.2613496021
04310284,48,2020,10,S37A,41400.56563446205
04310374,48,2020,10,S37B,15634.888696811493
04311014,48,2020,10,S37B,39846.867045825005
04311344,48,2020,10,NA,57494.37432087385
04311964,48,2020,10,S37B,35854.86449762555
04312724,48,2020,10,S37B,32906.419456259646
04312894,48,2020,10,S37A,56996.02488774933
04312994,48,2020,10,NA,37281.52249263413
04313154,48,2020,10,S37B,20029.780631973885
04313374,48,2020,10,NA,31213.800912391445
04313744,48,2020,10,S37A,42026.964832290636
04313794,48,2020,10,NA,26032.179828984546
04313904,48,2020,10,NA,60238.793704134565
04314034,48,2020,10,S37A,29408.22481016384
04314124,48,2020,10,S37B,22919.687622707046
04314444,48,2020,10,NA,35740.18261838747
04314674,48,2020,10,S37A,16112.577995006868
04316074,48,2020,10,S37A,34221.24032944585
04316124,48,2020,10,NA,62288.08720705374
04316284,48,2020,10,NA,28785.98760498455
04316734,48,2020,10,NA,47814.31183983827
04318564,48,2020,10,NA,66957.64921582812
04319144,48,2020,10,NA,59451.65635899437
04319414,48,2020,10,NA,67669.92801785635
04319724,48,2020,10,S37A,25693.640278376428
04319874,48,2020,10,NA,55255.023739828976
04320164,48,2020,10,NA,37274.15637383245
04321044,48,2020,11,S37A,43840.78021057791
04321944,48,2020,11,NA,54012.88556093022
04322214,48,2020,11,NA,50323.62219977137
04322894,48,2020,11,NA,52214.97011910939
04323324,48,2020,11,S37A,18420.461425955782
04323524,48,2020,11,S37A,31523.41073078395
04324174,48,2020,11,NA,57001.3001664493
04324684,48,2020,11,S37A,49106.95899421465
04325104,48,2020,11,NA,40741.92364713338
04325994,48,2020,11,S37A,57619.97054227895
04326044,48,2020,11,NA,46636.53149037846
04326894,48,2020,11,NA,66702.35980562927
04326934,48,2020,11,NA,52894.15801538797
04327174,48,2020,11,S37A,42358.762126955655
04327294,48,2020,11,NA,57066.93506702757
04327594,48,2020,11,S37A,51368.5066132896
04328604,48,2020,11,S37A,39163.51532233868
04328784,48,2020,11,NA,45538.288469657564
04329184,48,2020,11,NA,49177.37941557021
04329894,48,2020,11,S37A,42626.981917623896
04342694,48,2020,12,S37B,22356.18294294641
04343084,48,2020,12,S37A,51773.7596849508
04343954,48,2020,12,NA,32642.961262965287
04344464,48,2020,12,S37A,35433.50874397297
04344764,48,2020,12,NA,77088.94094945698
04346164,48,2020,12,S37A,33783.823891214415
04346604,48,2020,12,S37A,22216.69630976104
04349014,48,2020,12,S37A,28305.268653869134
04349704,48,2020,12,S37B,43746.226270521685
04350064,48,2020,12,NA,47983.62360390522
04350874,48,2020,12,S37A,19043.121106067647
04351704,48,2020,12,S37A,31883.000500272108
04351964,48,2020,12,S37B,31031.14396369935
04378633,48,2020,10,S37B,27636.567799235603
04378963,48,2020,10,S37A,47293.46301996808
04379393,48,2020,10,S37A,29500.88913808661
04379623,48,2020,10,NA,64570.62803826971
04380303,48,2020,10,NA,54310.30667592308
04380553,48,2020,10,S37B,42273.950290427
04381473,48,2020,10,NA,37773.48551446873
04382243,48,2020,10,S37B,32316.138085938863
04382813,48,2020,10,S37B,38489.78082307138
04383103,48,2020,10,NA,42944.38170737321
04383773,48,2020,10,NA,39813.52668247137
04383803,48,2020,10,NA,42916.41117020924
04384253,48,2020,10,NA,59429.067472064235
04384563,48,2020,10,S37B,44453.52103683007
04385823,48,2020,10,S37B,24402.972708344758
04386934,48,2020,10,S37A,34110.21930937981
04390083,48,2020,10,NA,42697.71991329105
04390353,48,2020,10,S37A,29265.799831143075
04390433,48,2020,10,S37A,18840.845187060593
04391103,48,2020,10,NA,68968.47598076484
04391393,48,2020,10,NA,26629.453466068935
04392133,48,2020,11,S37A,16195.705976997619
04392373,48,2020,11,NA,58677.847786085564
04393293,48,2020,11,S37A,43161.78970242083
04393723,48,2020,11,S37A,56041.605179859944
04394413,48,2020,11,S37B,36107.02444927694
04394623,48,2020,11,S37A,39343.38866498799
04394693,48,2020,11,NA,59194.67882794368
04395033,48,2020,11,NA,46364.33254372493
04396823,48,2020,11,S37B,38853.5447517664
04397053,48,2020,11,S37A,58036.499045639066
04397423,48,2020,11,NA,38925.939590081514
04398003,48,2020,11,S37B,36292.03078023356
04398284,48,2020,11,S37A,35730.67419724765
04398633,48,2020,11,NA,40663.4679071205
04399263,48,2020,11,S37B,41910.0140501858
04400233,48,2020,11,S37A,26587.333572122705
04401853,48,2020,11,S37A,52199.26100587838
04402013,48,2020,11,S37B,32904.162752139266
04402843,48,2020,11,S37B,26021.472349290038
04403343,48,2020,11,S37B,40166.72926388358
04403443,48,2020,11,NA,40565.43255396654
04403843,48,2020,11,S37A,48994.72139188567
04404304,48,2020,11,S37B,29768.49711783306
04404503,48,2020,11,S37A,34445.62909232341
04405043,48,2020,11,S37B,17959.05597821378
04406583,48,2020,12,NA,31823.198200401333
04408444,48,2020,12,S37A,52735.369437593086
04409504,48,2020,12,S37A,22134.089110831083
04410114,48,2020,12,S37B,53806.27836579309
04410443,48,2020,12,NA,31914.717143675516
04410763,48,2020,12,NA,71361.44448919054
04411373,48,2020,12,NA,62935.79950477761
04411553,48,2020,12,S37B,44121.07663279881
04412833,48,2020,12,S37A,32860.49318317042
04413043,48,2020,12,NA,36543.5428539372
04413553,48,2020,12,S37A,20379.70158030586
04413693,48,2020,12,NA,55755.93876947517
04415003,48,2020,12,S37B,31903.072694887465
04415333,48,2020,12,S37A,28708.14048795825
04416213,48,2020,12,NA,35271.63939411395
04416463,48,2020,12,S37A,34997.62443510236
04417013,48,2020,12,NA,65176.80957221975
04417154,48,2020,12,S37A,31670.3133852971
04417653,48,2020,12,NA,33285.96568807036
04417753,48,2020,12,S37B,36229.05627811277
04418113,48,2020,12,S37B,20737.95506481808
04418133,48,2020,12,NA,44786.51652014332
04420193,48,2020,12,NA,59563.72074642624
04420372,48,2020,10,S37A,62044.3088916496
04421092,48,2020,10,S37B,49601.29278475682
04422502,48,2020,10,S37A,50885.392653017705
04423212,48,2020,10,NA,28132.079483220117
04424022,48,2020,10,NA,28883.78869754382
04424472,48,2020,10,S37A,29733.777378169783
04424562,48,2020,10,S37B,15215.588049830738
04424612,48,2020,10,S37B,19689.48124599132
04424922,48,2020,10,S37A,31410.087447937185
04425064,48,2020,10,S37B,38071.8798453518
04425132,48,2020,10,S37B,35854.86449762555
04426342,48,2020,10,S37B,56566.99403897674
04426372,48,2020,10,S37A,45132.78261701756
04426642,48,2020,10,S37B,26072.78665234232
04427182,48,2020,10,S37A,29462.25870536415
04427572,48,2020,10,S37B,33628.045966729085
04427632,48,2020,10,NA,66287.83752708664
04429302,48,2020,10,S37A,53485.531668321106
04430022,48,2020,10,S37A,37586.04055360138
04430332,48,2020,10,S37A,29265.799831143075
04430422,48,2020,10,NA,30538.261194503484
04430502,48,2020,10,NA,84804.95382731245
04463142,48,2020,11,S37A,37583.421085440634
04463442,48,2020,11,NA,28253.439841223353
04464192,48,2020,11,NA,56291.31541792514
04465402,48,2020,11,NA,43880.07514531783
04465642,48,2020,11,S37A,35730.67419724765
04465702,48,2020,11,S37B,15294.088282988769
04465812,48,2020,11,S37B,54569.51795729938
04466032,48,2020,11,NA,61614.02704383676
04466162,48,2020,11,S37B,67406.8499932743
04466542,48,2020,11,S37A,51960.19257209503
04466792,48,2020,11,S37A,31011.8475213224
04466872,48,2020,11,S37B,21785.79611546368
04466912,48,2020,11,S37B,40382.83789775372
04468572,48,2020,11,NA,17704.41437686569
04469272,48,2020,11,NA,41100.56695520568
04470232,48,2020,11,S37A,30556.658637199424
04470902,48,2020,11,NA,38925.939590081514
04470932,48,2020,11,S37A,35730.67419724765
04471102,48,2020,11,S37B,30645.512779442237
04471122,48,2020,11,NA,34033.08601671135
04471202,48,2020,11,S37B,40909.33377165017
04472542,48,2020,11,S37B,43557.670092893946
04503612,48,2020,12,S37B,31183.238477724135
04503742,48,2020,12,NA,27815.089018313094
04503992,48,2020,12,NA,49483.48267257915
04505592,48,2020,12,S37A,44170.65941842909
04505902,48,2020,12,NA,27359.735711056623
04505912,48,2020,12,NA,75825.45616069634
04506102,48,2020,12,NA,48698.41419484531
04506612,48,2020,12,S37B,53401.44471272003
04507262,48,2020,12,NA,26856.44082717441
04507472,48,2020,12,S37A,22043.696132081164
04507482,48,2020,12,S37A,16521.105145278405
04507822,48,2020,12,NA,33110.0719107028
04508242,48,2020,12,NA,82624.71005166079
04509542,48,2020,12,S37B,40053.657933570634
04509642,48,2020,12,NA,47241.89117613199
04509822,48,2020,12,NA,31154.940930196804
04510822,48,2020,12,S37B,59720.52400568578
04512022,48,2020,12,S37B,29010.78126142607
04512232,48,2020,12,S37A,32860.49318317042
04512262,48,2020,12,NA,49145.64343858038
04512452,48,2020,12,S37A,27688.05212899623
04513272,48,2020,12,NA,49950.33732119364
04513322,48,2020,12,NA,44034.61515059795
04514082,48,2020,12,S37A,30619.2044323959
04544284,48,2020,10,NA,59451.65635899437
04544381,48,2020,10,S37A,14787.691986704136
04545131,48,2020,10,S37B,49855.6896430056
04545481,48,2020,10,S37B,40070.809202829565
04545551,48,2020,10,NA,42907.51933150901
04546001,48,2020,10,S37A,30665.023259073816
04546221,48,2020,10,NA,50529.91123090109
04546921,48,2020,10,NA,48922.231497620895
04547991,48,2020,10,NA,36208.27016602321
04548223,48,2020,10,S37A,18872.472401537765
04548631,48,2020,10,S37A,18590.705408348444
04548831,48,2020,10,NA,43594.2276797238
04549101,48,2020,10,S37A,22196.53821997853
04550201,48,2020,10,NA,36645.43416423859
04550321,48,2020,10,NA,57696.30065939841
04550581,48,2020,10,S37A,16245.671940353544
04550761,48,2020,10,S37B,33906.97957848891
04551171,48,2020,10,NA,18607.235980756104
04552031,48,2020,10,S37A,29701.759368678602
04553411,48,2020,10,S37B,35770.36294219213
04553561,48,2020,10,S37B,26040.24289821181
04553571,48,2020,10,NA,56104.675775945674
04553611,48,2020,10,NA,45797.40891586946
04554311,48,2020,10,NA,32469.38885046826
04554771,48,2020,10,S37B,43752.71542477047
04556021,48,2020,11,S37B,25935.99740748275
04556381,48,2020,11,NA,45073.55386363796
04556881,48,2020,11,S37A,35730.67419724765
04557311,48,2020,11,S37A,42763.48854584784
04558001,48,2020,11,S37A,44965.74121226272
04558041,48,2020,11,NA,37326.10522693065
04558761,48,2020,11,NA,52116.90186557918
04558911,48,2020,11,S37A,38835.72199613296
04559211,48,2020,11,S37A,52199.26100587838
04559621,48,2020,11,S37B,46267.176956175485
04560021,48,2020,11,NA,37565.70630733052
