NEWID,STATE,PSU,st_wgt,CALADJ45
05326542,06,S49A,37689.460618,0.9655662759
05326641,06,S49A,56086.868704,1.1360315457
05326642,06,S49A,56086.868704,1.1360315457
05327201,06,,43394.210678,0.6828033299
05327202,06,,43394.210678,0.6828033299
05327551,06,S49A,23941.442708,1.5403817832
05327552,06,S49A,14239.648203,0.9161726366
05327581,06,S49A,70804.749752,1.4949941357
05327582,06,S49A,70804.749752,1.4949941357
05327591,06,,80373.32831,1.3489802583
05327592,06,,80373.32831,1.3489802583
05328091,06,S49C,51292.876454,1.7072090648
05328092,06,S49C,51292.876454,1.7072090648
05328601,06,S49A,17957.274441,0.4964819116
05328602,06,S49A,17957.274441,0.4964819116
05328691,06,S49A,50530.625472,0.9123128255
05328692,06,S49A,50530.625472,0.9123128255
05329751,06,S49C,44831.028836,1.5210729845
05329752,06,S49C,44831.028836,1.5210729845
05329831,06,S49A,37483.361345,1.0986573776
05329832,06,S49A,37483.361345,1.0986573776
05330111,06,S49E,16713.093379,0.6435910972
05330112,06,S49E,16713.093379,0.6435910972
05330471,06,,25759.251893,0.4532591725
05330472,06,,25759.251893,0.4532591725
05330631,06,S49A,50566.086599,1.4821190552
05330632,06,S49A,50566.086599,1.4821190552
05330991,06,,33634.883739,0.4532591725
05330992,06,,33634.883739,0.4532591725
05331361,06,S49E,29571.574215,0.9989184096
05331362,06,S49E,29571.574215,0.9989184096
05331371,06,S49A,64670.065883,1.1722666639
05331372,06,S49A,64670.065883,1.1722666639
05331411,06,S49A,32675.124788,0.4964819116
05331412,06,S49A,32675.124788,0.4964819116
05332041,06,S49B,31948.859816,0.663332308
05332042,06,S49B,31948.859816,0.663332308
05332301,06,,71940.123201,1.381422096
05332302,06,,71940.123201,1.381422096
05332361,06,S49A,60054.998388,1.2875414546
05332362,06,S49A,60054.998388,1.2875414546
05332501,06,S49B,63242.839809,1.5747122996
05332502,06,S49B,63242.839809,1.5747122996
05332701,06,,32988.31607,0.7752343512
05332702,06,,32988.31607,0.7752343512
05332711,06,S49C,28094.49923,0.6960943717
05332712,06,S49C,28094.49923,0.6960943717
05333121,06,,47663.656689,0.7631826852
05333122,06,,47663.656689,0.7631826852
05333351,06,,66941.149385,1.2875414546
05333352,06,,66941.149385,1.2875414546
05333451,06,,25759.251893,0.4532591725
05333452,06,,25759.251893,0.4532591725
05333501,06,,46235.57932,0.8827742732
05333502,06,,46235.57932,0.8827742732
05333671,06,S49E,19439.229877,0.8226298199
05333672,06,S49E,19439.229877,0.8226298199
05333711,06,S49E,51112.388509,2.360442549
