NEWID,STATE,PSU,st_wgt,CALADJ45
05100262,36,S12A,30491.46438,1.215109569
05100461,36,S12A,26651.306807,1.0895485594
05100462,36,S12A,29330.554699,1.1688463773
05100463,36,S12A,24673.767038,0.9861950711
05100773,36,,29611.172845,1.1715309845
05100951,36,S12A,19903.977403,0.8137068123
05100952,36,S12A,24014.608365,0.9570016073
05100953,36,S12A,20567.021643,0.8220510204
05101571,36,S12A,25865.231625,0.9940503568
05101572,36,S12A,22119.502381,0.8457462508
05101573,36,S12A,29801.20747,1.1394587027
05102031,36,S12A,30381.992684,1.1616652112
05102032,36,S12A,31214.911007,1.2123975329
05102033,36,S12A,26826.825599,1.0616655559
05102201,36,S12A,25698.769581,1.0506072958
05102202,36,S12A,28718.666908,1.1444621529
05102203,36,S12A,25792.434961,1.0309075299
05102311,36,,25401.157762,1.0495825213
05102312,36,,22467.524387,0.9680915754
05102313,36,,19837.824228,1.010282944
05103051,36,,20354.086504,0.7857721247
05103052,36,,18423.184241,0.7112293948
05103053,36,,24953.541779,0.9633346867
05103133,36,S12A,30057.681438,1.1492650669
05103931,36,S12A,21281.548402,0.8137068123
05104253,36,S12A,38603.990223,1.4760359178
05104481,36,S12A,27152.881391,1.0381991077
05104482,36,S12A,27952.324236,1.0687660607
05104483,36,S12A,26422.766832,1.010282944
05104551,36,S12A,39186.090236,1.498292698
05104552,36,S12A,32445.202335,1.2405526923
05105093,36,,21122.619427,0.815441437
05105901,36,S12A,20996.714982,0.8028161154
05105902,36,S12A,17882.898362,0.6837583406
05105903,36,S12A,31140.984056,1.1906854891
05106262,36,S12A,30546.999271,1.1679742908
05106393,36,,35668.941421,1.3770040666
05106791,36,,34009.731644,1.3197304533
05107051,36,S12A,39024.566119,1.4921167717
05107052,36,S12A,40273.306587,1.539862763
05107821,36,S12A,30258.573748,1.1569462487
05107822,36,S12A,21473.501255,0.8210461911
05107823,36,S12A,36013.928175,1.3770040666
05108061,36,,32734.411905,1.2637161776
05108771,36,,32566.231967,1.2637161776
05108772,36,,34967.626818,1.3569010915
05109153,36,,24414.188695,0.9473802572
05109291,36,,39749.040892,1.5424414489
05109571,36,S12A,40350.60484,1.5428182865
05110001,36,,34037.986823,1.3140408548
05110251,36,,20969.395875,0.8137068123
05110252,36,,24662.132912,0.9570016073
05110253,36,,21184.427875,0.8220510204
05110911,36,S12A,40779.593243,1.5592207953
05110912,36,S12A,36459.011558,1.3940219722
05110913,36,S12A,35385.104667,1.3529607986
05111391,36,,21667.422756,0.8364736395
05111392,36,,19573.892547,0.7556526368
05111393,36,,26869.002956,1.0372813115
05111631,36,S12A,20633.138387,0.7889146479
05111632,36,S12A,23902.512786,0.9139202241
05111633,36,S12A,23331.781062,0.892098114
05113031,36,S12A,45170.365561,1.7271033797
05113071,36,,53030.005526,2.0578025714
05113072,36,,39783.519987,1.5437793927
05113073,36,,45899.459947,1.7811053529
05113111,36,S12A,22624.533153,0.865056264
05113113,36,S12A,20869.791294,0.7979631475
05113371,36,S12A,23670.013707,0.9050305474
05113501,36,S12A,25694.281706,0.9824290821
05113503,36,S12A,29598.222086,1.1316974916
05113661,36,,33680.570812,1.3069575335
05113662,36,,24933.22493,0.9675211961
05113663,36,,36560.140146,1.4186977666
05113964,36,S12A,31396.932725,1.1663131196
05115042,36,,26445.421798,1.0209289064
05115111,36,S12A,18162.941959,0.6965824361
05115161,36,,40386.264982,1.5638687037
05115163,36,,34215.299906,1.359958709
05115592,36,,29845.396606,1.1616652112
05115593,36,,29635.888775,1.2123975329
05115594,36,,26397.558704,1.0616655559
05115711,36,S12A,44777.136214,1.7172860374
05115712,36,S12A,32036.933633,1.2913998299
05115713,36,S12A,36913.5726,1.4628262272
05116012,36,,29845.396606,1.1616652112
05116013,36,,29635.888775,1.2123975329
05116014,36,,26397.558704,1.0616655559
05116552,36,S12A,33661.883183,1.3569010915
05116752,36,,29845.396606,1.1616652112
05116753,36,,29635.888775,1.2123975329
05116754,36,,26397.558704,1.0616655559
05117381,36,S12A,25758.194601,0.9878744305
05117382,36,S12A,28406.456722,1.1450563215
05117383,36,S12A,23906.592084,0.9473802572
05117581,36,,26699.645154,1.0392238822
05117582,36,,33168.138945,1.3569010915
05117583,36,,22957.00824,0.9232923843
05117741,36,S12A,47033.837675,1.8038347147
05117743,36,S12A,43586.25496,1.7158315648
05117921,36,S12A,23921.313203,0.9174266296
05117922,36,S12A,27602.68473,1.0720555766
05117923,36,S12A,29264.245115,1.1520263793
05118262,36,,26248.69607,1.0738282424
05118281,36,S12A,38640.159399,1.4774188578
05118282,36,S12A,23098.191359,0.8864397453
05118991,36,S12A,44913.604473,1.7172860374
05119061,36,,26811.064233,1.0381991077
05119062,36,,26259.871541,1.0687660607
05119063,36,,25249.692228,1.010282944
05119071,36,S12A,28947.254117,1.106807523
05119072,36,S12A,35809.147627,1.3691742169
05119211,36,S12A,41977.695621,1.6099223101
05119212,36,S12A,35684.822622,1.4384452142
05119213,36,S12A,36007.18239,1.4269074234
05119523,36,S12A,41977.695621,1.6099223101
05119524,36,S12A,35684.822622,1.4384452142
05119651,36,S12A,41977.695621,1.6099223101
05119652,36,S12A,35684.822622,1.4384452142
05119941,36,S12A,20428.235253,0.781080111
05119942,36,S12A,24019.602153,0.9183971735
05119943,36,S12A,41755.655645,1.5965408535
05119962,36,S12A,40339.906066,1.5424092154
05119963,36,S12A,38211.677447,1.4610357132
05120011,36,S12A,21513.700472,0.8250902259
05120611,36,,46583.288352,1.8038347147
05120612,36,,43949.804057,1.9609656672
05120613,36,,43168.730925,1.7158315648
05120951,36,S12A,34572.161696,1.3259063796
05120952,36,S12A,18340.098445,0.8104653198
05120953,36,S12A,34638.964279,1.36360943
05121132,36,S12A,31019.577777,1.2503905
05122033,36,S12A,24587.880252,0.9743786247
05122282,36,,26124.955918,1.0687660607
05122283,36,,25119.966614,1.010282944
05122843,36,S12A,37319.092009,1.4269074234
05123241,36,,21490.60442,0.8364736395
05123783,36,S12A,24886.061431,0.9861950711
05123872,36,S12A,25633.813972,1.0332918681
05124011,36,S12A,27152.881391,1.0381991077
05124012,36,S12A,24766.834363,1.0687660607
05124013,36,S12A,33199.380117,1.2693889211
05124451,36,,21556.101806,0.8364736395
05124452,36,,17254.117184,0.7556526368
05124453,36,,26730.957792,1.0372813115
05124552,36,,17789.263347,1.7947887783
05124811,36,,22809.869847,0.8878230912
05125101,36,S12A,33339.487743,1.2786310523
05125393,36,S12A,20743.981383,0.8220510204
05201672,36,,24437.410628,0.9861950711
05201811,36,S12A,27516.913032,1.0687660607
05201812,36,S12A,25528.457801,1.010282944
05201832,36,S12A,38555.338688,1.4741757107
05201951,36,S12A,41711.013666,1.6200696536
05201952,36,S12A,43416.613651,1.7182026661
05202731,36,,29873.972881,1.2806108307
05202732,36,,23180.034224,1.1744269946
05203351,36,S12A,34981.01932,1.3940219722
05203352,36,S12A,33849.935511,1.3529607986
05203761,36,,30397.259481,1.2629538237
05203762,36,,31250.747608,1.2676667041
05204661,36,,17044.057009,0.9558132701
05204662,36,,24383.608319,0.9891055657
05204981,36,,31612.969693,1.3621549534
05204982,36,,37655.875313,1.4898101102
05205221,36,S12A,35070.630297,1.3621549534
05205392,36,S12A,28435.712761,1.4269074234
05205401,36,S12A,44593.738599,1.8256167874
05205434,36,S12A,30491.46438,1.215109569
05205581,36,S12A,18962.039348,0.7556526368
05205811,36,S12A,28850.505177,1.1497160148
05206311,36,S12A,35518.629606,1.5079957442
05206901,36,S12A,26970.123435,1.1450563215
05206902,36,S12A,24302.081031,0.9473802572
05206941,36,,31491.037767,1.3569010915
05206942,36,,28094.466844,1.1115243079
05207351,36,S12A,43718.14455,1.7466144904
05207352,36,S12A,39250.889825,1.5688335721
05207691,36,,18792.601347,0.7600486014
05207692,36,,27802.304502,1.1277828024
05208191,36,,27439.264626,1.1125642731
05208192,36,,36722.502438,1.4896249592
05208241,36,S12A,18962.039348,0.7556526368
05208242,36,S12A,25951.901589,1.0372813115
05208451,36,,34997.651068,1.5079957442
05208452,36,,36842.271645,1.4576208446
05208621,36,S12A,34981.01932,1.3940219722
05208622,36,S12A,27460.632882,1.0975843597
05208981,36,S12A,20713.309095,0.8254421557
05209032,36,,36796.571697,1.4278723735
05209261,36,,73653.154375,1.2123975329
05209491,36,S12A,34646.501032,1.3806911473
05209492,36,S12A,28780.512433,1.1503391217
05209712,36,S12A,30051.967729,1.1715309845
05210091,36,S12A,23897.076096,1.2137393917
05210531,36,,22583.552144,0.9680915754
05210532,36,,28401.486753,1.1178980895
05210661,36,S12A,20273.382265,0.8099562229
05210771,36,S12A,19455.359461,0.7556526368
05210772,36,S12A,26210.669344,1.0372813115
05210811,36,S12A,37034.832334,1.4384452142
05211931,36,,27303.127493,1.1764503848
05212021,36,,25755.730432,1.1097753905
05212022,36,,29611.172845,1.1715309845
05213031,36,S12A,41711.013666,1.6200696536
05213032,36,S12A,43416.613651,1.7182026661
05213361,36,,39601.040715,1.6200696536
05213362,36,,42721.886841,1.7182026661
05213482,36,S12A,36611.351459,1.399846737
05213502,36,,33254.02214,1.3285765542
05213571,36,S12A,37410.226066,1.5079957442
05213751,36,S12A,31143.423461,1.1951917763
05213752,36,S12A,40720.703054,1.5569691101
05214071,36,S12A,33369.210011,1.2806108307
05214072,36,S12A,30715.762179,1.1744269946
05214421,36,,33363.527892,1.4963116075
05214422,36,,31169.651834,1.2453010482
05214752,36,S12A,37594.495258,1.4898101102
05215542,36,S12A,36782.217786,1.4576208446
05215661,36,,45207.578176,2.0170854138
05216341,36,,45438.235249,1.7910377324
05216712,36,S12A,26175.19312,1.0372813115
05217221,36,,32656.71885,1.2607168272
05217222,36,,31077.539924,1.1997524219
05217281,36,S12A,25908.932929,1.0443818363
05217282,36,S12A,26622.197953,1.0549954027
05217872,36,,26122.959041,1.0506216179
05218331,36,S12A,29821.548448,1.1444621529
05218332,36,S12A,26962.178715,1.0309075299
05218442,36,S12A,32844.571688,1.3015781866
05218762,36,S12A,28557.73074,1.1316974916
05218991,36,S12A,28217.95433,1.2469765878
05218992,36,S12A,35280.887531,1.3888796024
05219441,36,,23392.981611,0.9570016073
05219442,36,,20439.713757,0.8220510204
05219551,36,,31464.954909,1.2806108307
05219912,36,,29352.094218,1.1744269946
05219962,36,,29164.082632,1.1316974916
05221421,36,S12A,23551.987325,0.903855082
05221521,36,S12A,27531.210483,1.1097753905
05221522,36,S12A,29562.905864,1.1715309845
05221672,36,,18875.683205,0.7591483337
05221723,36,,33923.95539,1.3806911473
05221724,36,,28750.073388,1.1503391217
05222161,36,S12A,27531.210483,1.1097753905
05222162,36,S12A,29562.905864,1.1715309845
05222381,36,S12A,28917.706445,1.1097753905
05222452,36,,38166.30064,1.524833657
05222962,36,S12A,20270.186137,0.7979631475
05223051,36,S12A,41785.611871,1.6843663217
05223861,36,S12A,19251.630629,1.0929982111
05224082,36,,37727.626591,1.4995634846
05224572,36,S12A,31311.894186,1.2408406126
05225602,36,,26515.589378,1.0236377349
05226011,36,,24789.494162,0.9570016073
05226012,36,,21293.829411,0.8220510204
05226502,36,S12A,25792.776737,0.9861950711
05226521,36,S12A,25029.255892,0.9570016073
05226522,36,S12A,21499.78139,0.8220510204
05226701,36,S12A,27029.592818,1.0334851297
05227551,36,S12A,39439.862044,1.5079957442
05227621,36,S12A,40490.712753,1.5481753574
05227622,36,S12A,48949.684374,1.8716068438
05228711,36,S12A,25319.301017,0.9680915754
05230811,36,,21439.343635,0.8319428977
05230812,36,,22336.677352,0.8667634792
05231152,36,S12A,39903.652323,1.525728914
05231271,36,S12A,29263.558322,1.1189015155
05231272,36,S12A,42365.849134,1.6198717969
05232924,36,,41933.937883,1.61886506
05233191,36,S12A,24391.51507,0.9326173829
05233201,36,S12A,27008.998505,1.0326976995
05233202,36,S12A,22039.193272,0.8426756063
05233601,36,S12A,24379.145471,0.9321444273
05233782,36,S12A,31342.67994,1.1983973958
05234341,36,S12A,35625.567014,1.3621549534
05234342,36,S12A,38964.238089,1.4898101102
05234692,36,S12A,24777.620752,0.9473802572
05234772,36,S12A,37574.18009,1.4366607978
05235012,36,S12A,29772.672128,1.1383676448
05235051,36,S12A,34584.001486,1.3223303622
05235052,36,S12A,47881.036629,1.8307467553
05235301,36,,53198.725217,2.0537436225
05235302,36,,48160.273793,1.8592335578
05235352,36,,37069.036029,1.4384452142
05235353,36,,36771.704731,1.4269074234
05235621,36,,33063.195138,1.2830005824
05235622,36,,30053.429057,1.1662081303
05235841,36,S12A,47996.88518,1.8351762618
05235842,36,S12A,48975.763628,1.8726039924
05235932,36,,28808.469134,1.1178980895
05252591,36,S12A,40159.770136,1.4887448602
05253321,36,,32548.536667,1.1744269946
05253581,36,S12A,33251.275742,1.2326431573
05254101,36,,40951.347079,1.5688335721
05254171,36,S12A,32401.95576,1.1715309845
05254211,36,,39545.879655,1.4269074234
05254701,36,S12A,26933.931652,1.2676667041
05255261,36,S12A,38592.275322,1.4306369617
05255381,36,S12A,33117.657261,1.1744269946
05255461,36,,25129.622606,0.9296661659
05256781,36,S12A,44314.96414,1.642780197
05256811,36,,25354.914486,0.9473802572
05257481,36,,27038.390821,1.010282944
05257591,36,S12A,29178.839329,1.0549954027
05258711,36,S12A,23083.539021,0.8557195411
05259111,36,S12A,46261.417762,1.7149363078
05259391,36,S12A,32119.442912,1.1906854891
05260461,36,S12A,28323.852556,1.024082346
05261411,36,S12A,51947.422623,1.8421730423
05261751,36,S12A,26202.442434,0.9473802572
05263301,36,S12A,28221.908823,1.0462017477
05263711,36,S12A,36388.134974,1.3285765542
05263731,36,S12A,40108.914031,1.4741757107
05263931,36,S12A,28488.960513,1.010282944
05264841,36,S12A,22366.108373,0.8220510204
05265691,36,,27951.15473,1.0616655559
05265791,36,,36719.645672,1.3947181579
05265941,36,S12A,27862.913816,1.024082346
05266511,36,S12A,25294.067767,0.9296661659
05266621,36,S12A,22366.108373,0.8220510204
05266761,36,,35620.272707,1.3529607986
05267181,36,S12A,29749.806774,1.0549954027
05268171,36,,31796.932348,1.1997524219
05268291,36,S12A,32985.502008,1.1697404706
05268721,36,S12A,31343.86491,1.1115243079
05269711,36,,34711.594636,1.309727595
05269971,36,,29263.818291,1.1115243079
05270171,36,S12A,36932.99779,1.309727595
05270661,36,,29794.930727,1.1316974916
05271061,36,S12A,35772.168415,1.2685619611
05271181,36,S12A,40237.350818,1.4269074234
05272231,36,S12A,26832.088628,0.9861950711
05272901,36,,28279.791492,1.0372813115
05273011,36,,47090.777766,1.7158315648
05273531,36,S12A,20654.671645,0.7591483337
05273541,36,S12A,34040.330799,1.2511290834
05274461,36,S12A,32209.287989,1.1422141667
05274871,36,S12A,33035.992697,1.1715309845
05275441,36,S12A,43707.945101,1.5499825426
05276021,36,,26910.191258,0.9861950711
05276231,36,S12A,40237.350818,1.4269074234
05276521,36,S12A,43854.468573,1.5551785961
05276801,36,,24751.99192,0.9071021531
05276961,36,S12A,43266.359911,1.5343229335
05277251,36,S12A,29749.806774,1.0549954027
05277351,36,,25851.055905,0.9473802572
05282171,36,,43061.483968,1.5239384
05282291,36,S12A,28878.08974,1.024082346
05282391,36,S12A,29937.89837,1.0616655559
05283961,36,S12A,31343.86491,1.1115243079
05284561,36,S12A,47051.458211,1.668551076
05285021,36,S12A,28488.960513,1.010282944
05285701,36,S12A,29777.444832,1.0559755107
