INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,NUM_VET,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRVG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,URBAN,HISP_REF,HISP2
0.9664576,0.9668550,0.9659162,0.9659645,0.9668301,0.9656435,0.9827824,05689401,38,D,33,D,1,1,D,01,D,2,D,12,D,16,D,1,D,3,D,2,D,1,D,0,D,529524,T,56393.570,300,D,27073,T,34570,T,,A,0,D,,A,0,D,0,D,529524,T,40,D,40,D,0,D,652,D,150,D,870,D,200,D,,A,1,,2,D,,A,02,D,,A,0,D,0,D,0,D,03,D,1,1,,2,D,1,D,3,1,D,2,,1,01,2024,1,D,2,D,1,D,2,,A,,A,,A,52,D,32,D,133253.950,126421.994,90321.401,116095.744,87851.660,,,,102764.632,,125703.472,79303.357,104590.944,,,,,0,,104381.854,,,,116665.145,111519.573,,109889.033,,92629.864,103595.613,,,123536.914,,,130952.836,,114664.201,,,137322.148,80413.017,100704.588,,132449.937,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,46.99000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,48,T,568940,,A,,A,0,D,418271.2,T,418271,418271,418271,418271,418271,100,0.0,D,0,0,0,0,0,34173,T,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,418271.2,T,418271,418271,418271,418271,418271,100,T,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S37B,16,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,7,5,1,2,2
0.9668760,0.9672734,0.9663346,0.9663829,0.9672485,0.9660619,0.9832008,05689402,38,D,33,D,1,1,D,01,D,2,D,12,D,16,D,1,D,3,D,2,D,1,D,0,D,529524,T,56393.570,300,D,27073,T,34570,T,,A,0,D,,A,0,D,0,D,529524,T,40,D,40,D,0,D,652,D,150,D,870,D,200,D,,A,1,,2,D,,A,02,D,,A,0,D,0,D,0,D,03,D,1,1,,2,D,1,D,3,1,D,2,,1,02,2024,1,D,2,D,2,D,2,,A,,A,,A,52,D,32,D,133253.950,126421.994,90321.401,116095.744,87851.660,,,,102764.632,,125703.472,79303.357,104590.944,,,,,0,,104381.854,,,,116665.145,111519.573,,109889.033,,92629.864,103595.613,,,123536.914,,,130952.836,,114664.201,,,137322.148,80413.017,100704.588,,132449.937,31.90000,31.90000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.18000,3.73000,0.00000,0.00000,0.00000,25.99000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,48,T,568940,,A,,A,0,D,418271.2,T,418271,418271,418271,418271,418271,100,0.0,D,0,0,0,0,0,34173,T,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,418271.2,T,418271,418271,418271,418271,418271,100,T,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S37B,16,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,7,5,1,2,2
0.6540490,0.5000516,0.4849597,0.5769238,0.7868345,0.7562369,0.0376532,05689411,42,D,,A,1,1,D,01,D,1,D,13,D,,A,5,D,,A,1,D,8,D,0,D,0,D,42447.946,0,D,0,D,0,D,,A,0,D,,A,0,D,0,D,0,D,50,D,,A,0,D,500,D,115,D,544,D,125,D,,A,5,,1,D,2000,D,,A,,A,0,D,0,D,0,D,06,D,2,,A,2,D,1,D,1,1,D,,A,1,01,2024,1,D,,A,1,D,2,,A,,A,,A,52,D,,A,,,80648.234,,72728.940,,,79087.670,84804.611,,79131.153,72631.401,,101311.561,,87917.925,85387.732,0,,,,86891.549,,,,,,75842.543,58499.399,90079.100,,87801.399,,,,75490.993,82935.823,84965.193,68232.448,79180.713,,66310.989,81523.135,85921.649,,170.43000,84.45000,1.99000,8.34000,0.00000,7.49000,0.00000,12.99000,0.00000,17.94000,2.39000,4.49000,0.00000,7.78000,0.00000,0.00000,21.04000,0.00000,0.00000,85.98000,16.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,36,A,568941,,A,,A,0,D,103610.0,D,135626,148170,88891,71293,74070,202,17650.8,T,17651,17651,17651,17651,17651,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,77133.2,D,115215,100000,82967,15494,71990,201,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,20411,48170,5924,55799,2080,201,26477,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,5,1,2,
0.8183528,0.8250089,0.8408809,0.8471809,0.8416297,0.6479720,0.0230092,05689412,42,D,,A,1,1,D,01,D,1,D,13,D,,A,5,D,,A,1,D,8,D,0,D,0,D,42447.946,0,D,0,D,0,D,,A,0,D,,A,0,D,0,D,0,D,50,D,,A,0,D,500,D,115,D,544,D,125,D,,A,5,,1,D,2000,D,,A,,A,0,D,0,D,0,D,06,D,2,,A,2,D,1,D,1,1,D,,A,1,01,2024,1,D,,A,2,D,2,,A,,A,,A,52,D,,A,,,80648.234,,72728.940,,,79087.670,84804.611,,79131.153,72631.401,,101311.561,,87917.925,85387.732,0,,,,86891.549,,,,,,75842.543,58499.399,90079.100,,87801.399,,,,75490.993,82935.823,84965.193,68232.448,79180.713,,66310.989,81523.135,85921.649,,282.83000,106.86000,0.99000,8.34000,8.99000,4.98000,0.00000,10.99000,0.00000,20.22000,10.96000,5.48000,0.00000,14.94000,0.00000,0.00000,16.98000,1.99000,2.00000,175.97000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,36,A,568941,,A,,A,0,D,163147.0,D,101122,177990,185837,178472,172314,202,17650.8,T,17651,17651,17651,17651,17651,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,118911.4,D,100873,144466,144114,76284,128820,201,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,249,33524,41723,102188,43494,201,44236,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,5,1,2,
0.0447348,0.1730652,0.0172388,0.0182375,0.0648358,0.0186047,0.1075167,05689421,88,T,,A,1,2,D,01,D,8,D,13,D,,A,,A,,A,1,D,8,D,0,D,1500,D,34285.908,0,D,0,D,0,D,,A,0,D,,A,1500,D,0,D,0,D,,A,,A,0,D,435,D,100,D,435,D,100,D,,A,2,,0,D,,A,,A,,A,0,D,0,D,1,D,,A,1,,A,2,D,1,D,3,2,D,,A,1,01,2024,1,D,1,D,1,D,2,,A,1,D,,A,0,D,,A,,58578.597,64452.789,58908.542,65319.708,64279.225,,72163.842,60791.371,63305.581,,,76857.262,,67274.802,,,0,58184.305,50106.363,,59999.791,75510.548,,64867.433,,58406.104,59830.562,,,,80261.372,,,,,,68392.522,66750.880,61884.819,,62469.532,,,,86.52000,86.52000,0.00000,22.41000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.14000,0.00000,12.19000,17.70000,3.37000,5.31000,4.70000,4.70000,14.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,51,D,568942,,A,,A,0,D,10118.0,D,2470,14078,2923,2353,28766,201,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,1500.0,D,1500,1500,1500,1500,1500,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35A,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,B,,C,,C,970,12578,1423,853,27266,201,8618,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,5,1,2,2,
0.0184346,0.0108277,0.0486205,0.0164180,0.0152314,0.0144550,0.1077710,05689422,88,T,,A,1,2,D,01,D,8,D,13,D,,A,,A,,A,1,D,8,D,0,D,1500,D,34285.908,0,D,0,D,0,D,,A,0,D,,A,1500,D,0,D,0,D,,A,,A,0,D,435,D,100,D,435,D,100,D,,A,2,,0,D,,A,,A,,A,0,D,0,D,1,D,,A,1,,A,2,D,1,D,3,2,D,,A,1,01,2024,1,D,1,D,2,D,2,,A,1,D,,A,0,D,,A,,58578.597,64452.789,58908.542,65319.708,64279.225,,72163.842,60791.371,63305.581,,,76857.262,,67274.802,,,0,58184.305,50106.363,,59999.791,75510.548,,64867.433,,58406.104,59830.562,,,,80261.372,,,,,,68392.522,66750.880,61884.819,,62469.532,,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,51,D,568942,,A,,A,0,D,3514.0,D,2065,2305,2587,8924,1689,201,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,1500.0,D,1500,1500,1500,1500,1500,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35A,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,B,,C,,C,565,805,1087,7424,189,201,2014,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,5,1,2,2,
0.3004276,0.3566925,0.3010108,0.2851513,0.3051644,0.3079306,0.4004334,05689431,62,D,,A,1,4,D,01,D,1,D,15,D,,A,1,D,,A,1,D,8,D,0,D,44500,D,16146.524,0,D,3290,D,0,D,,A,0,D,,A,0,D,0,D,43000,D,40,D,,A,0,D,391,D,90,D,435,D,100,D,,A,2,,1,D,,A,,A,,A,0,D,0,D,0,D,01,D,2,,A,2,D,1,D,3,2,D,,A,1,01,2024,,A,1,D,1,D,2,,A,,A,,A,52,D,,A,,,33726.545,33486.827,31032.471,36022.793,37186.562,,35686.687,32126.615,30699.093,,,26014.171,,30113.952,,0,,35105.104,32832.503,,40067.236,27966.233,,28312.791,,27630.278,29439.722,,,,29715.119,,,,,,39663.529,35209.230,33763.370,,38078.582,,,51.25000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,51.25000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,12,D,568943,,A,,A,0,D,45431.6,D,44118,44465,43291,44283,51001,301,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,43931.6,D,42618,42965,41791,42783,49501,301,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35D,15,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,1500,D,1500,1500,1500,1500,1500,100,1500,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,5,3,1,2,
0.3166653,0.3093297,0.3492294,0.3108199,0.3115149,0.3619733,0.4003136,05689432,62,D,,A,1,4,D,01,D,1,D,15,D,,A,1,D,,A,1,D,8,D,0,D,44500,D,16146.524,0,D,3290,D,0,D,,A,0,D,,A,0,D,0,D,43000,D,40,D,,A,0,D,391,D,90,D,435,D,100,D,,A,2,,1,D,,A,,A,,A,0,D,0,D,0,D,01,D,2,,A,2,D,1,D,3,2,D,,A,1,02,2024,,A,1,D,2,D,2,,A,,A,,A,52,D,,A,,,33726.545,33486.827,31032.471,36022.793,37186.562,,35686.687,32126.615,30699.093,,,26014.171,,30113.952,,0,,35105.104,32832.503,,40067.236,27966.233,,28312.791,,27630.278,29439.722,,,,29715.119,,,,,,39663.529,35209.230,33763.370,,38078.582,,,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1,D,,A,0,D,12,D,568943,,A,,A,0,D,47705.0,D,50627,45567,46175,50262,45894,301,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,46205.0,D,49127,44067,44675,48762,44394,301,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35D,15,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,1500,D,1500,1500,1500,1500,1500,100,1500,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,5,3,1,2,
0.7302979,0.5591428,0.7579307,0.8412912,0.7812568,0.5231783,0.5191253,05689451,75,D,,A,1,2,D,01,D,7,D,15,D,,A,,A,,A,2,D,9,D,0,D,60988,D,2901.651,0,D,0,D,0,D,,A,0,D,,A,16364,D,0,D,0,D,,A,,A,0,D,1196,D,275,D,1913,D,440,D,,A,3,,1,D,,A,,A,,A,0,D,0,D,1,D,,A,4,,A,2,D,1,D,4,2,D,,A,1,01,2024,1,D,2,D,1,D,2,,A,1,D,,A,0,D,,A,5212.545,5614.208,,8486.177,,,5425.736,8359.754,5615.810,,4548.349,3672.567,7331.432,5703.615,5295.617,,,0,,5894.471,,7785.346,4438.637,6818.544,,,,,,7205.965,,,,6860.683,6370.579,,4909.723,,6615.332,4506.322,,,5172.981,,,144.68000,144.68000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9.99000,0.00000,0.00000,87.96000,21.68000,0.00000,0.00000,15.96000,0.00000,9.09000,0.00000,0.00000,0.00000,0.00000,232.23000,0.00000,70.64000,28.89000,1,D,,A,7,D,02,D,568945,,A,,A,0,D,125286.6,D,76165,145960,180975,139521,83812,201,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,16364.0,D,16364,16364,16364,16364,16364,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,D,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S49G,15,0,D,15177,84972,119987,78533,22824,201,64299,,A,,A,2624,D,2624,2624,2624,2624,2624,100,2624,,A,,A,,A,,,,,,100,,,A,,A,42000,D,42000,42000,42000,42000,42000,100,42000,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,D,A,D,A,A,9,3,2,2,
0.8828980,0.8787644,0.8800308,0.8806794,0.8831384,0.8804221,0.5191468,05689452,75,D,,A,1,2,D,01,D,7,D,15,D,,A,,A,,A,2,D,9,D,0,D,60988,D,2901.651,0,D,0,D,0,D,,A,0,D,,A,16364,D,0,D,0,D,,A,,A,0,D,1196,D,275,D,1913,D,440,D,,A,3,,1,D,,A,,A,,A,0,D,0,D,1,D,,A,4,,A,2,D,1,D,4,2,D,,A,1,01,2024,1,D,2,D,2,D,2,,A,1,D,,A,0,D,,A,5212.545,5614.208,,8486.177,,,5425.736,8359.754,5615.810,,4548.349,3672.567,7331.432,5703.615,5295.617,,,0,,5894.471,,7785.346,4438.637,6818.544,,,,,,7205.965,,,,6860.683,6370.579,,4909.723,,6615.332,4506.322,,,5172.981,,,290.49000,290.49000,0.00000,9.99000,0.00000,0.00000,30.93000,0.00000,0.00000,21.98000,14.36000,25.96000,102.19000,51.05000,0.00000,6.96000,8.89000,0.00000,18.18000,0.00000,0.00000,0.00000,24.25000,78.85000,60.65000,0.00000,36.12000,1,D,,A,7,D,02,D,568945,,A,,A,0,D,210571.5,T,210572,210572,210572,210572,210572,201,0.0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,16364.0,D,16364,16364,16364,16364,16364,100,0.0,D,0,0,0,0,0,100,0.0,D,0,0,0,0,0,100,T,0.0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S49G,15,0,D,149584,149584,149584,149584,149584,201,149584,,A,,A,2624,D,2624,2624,2624,2624,2624,100,2624,,A,,A,,A,,,,,,100,,,A,,A,42000,D,42000,42000,42000,42000,42000,100,42000,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,T,D,A,D,A,A,9,3,2,2,
